_id,userId,Name,email,gender,specializations,doj,state,experience,trainingId,trainingName,trainerId,trainerName,optimizedDuration,trainingStatus,assessment_percentage_done,assessment_completion_time_in_hours,scoreAchievedInQuiz,quizPassedOrFailed,ratingGivenByTrainer
6613eb2f48f28aff2db02476,Emp_3,Kendra Sanchez,boothpatrick@example.com,Female,"['HTML', 'Test-Driven Development', 'Google Cloud Platform', 'GraphQL']",02-10-2022,Virginia,6,Training_21,Web Development Fundamentals,Emp_43,,27.0,completed,100.0,32.0,94.0,passed,
6613eb2f48f28aff2db02477,Emp_3,Kendra Sanchez,boothpatrick@example.com,Female,"['HTML', 'Test-Driven Development', 'Google Cloud Platform', 'GraphQL']",02-10-2022,Virginia,6,Training_70,Database Management with MongoDB,Emp_127,,18.0,completed,100.0,12.0,2.0,failed,2.0
6613eb2f48f28aff2db02478,Emp_3,Kendra Sanchez,boothpatrick@example.com,Female,"['HTML', 'Test-Driven Development', 'Google Cloud Platform', 'GraphQL']",02-10-2022,Virginia,6,Training_74,Cloud Computing Fundamentals,Emp_117,,14.0,in_progress,67.0,,,,3.0
6613eb2f48f28aff2db02479,Emp_3,Kendra Sanchez,boothpatrick@example.com,Female,"['HTML', 'Test-Driven Development', 'Google Cloud Platform', 'GraphQL']",02-10-2022,Virginia,6,Training_83,Machine Learning Basics,Emp_79,Jennifer,31.0,pending,0.0,,,,5.0
6613eb2f48f28aff2db0247a,Emp_4,Lauren Vargas,emorales@example.net,Male,"['NoSQL', 'Objective-C', 'Continuous Deployment', 'Continuous Integration']",19-02-2024,Colorado,20,Training_38,Introduction to JavaScript,Emp_143,Jared,37.0,in_progress,61.0,,,,
6613eb2f48f28aff2db0247b,Emp_4,Lauren Vargas,emorales@example.net,Male,"['NoSQL', 'Objective-C', 'Continuous Deployment', 'Continuous Integration']",19-02-2024,Colorado,20,Training_70,Database Management with MongoDB,Emp_127,,18.0,completed,100.0,23.0,51.0,passed,1.0
6613eb2f48f28aff2db0247c,Emp_4,Lauren Vargas,emorales@example.net,Male,"['NoSQL', 'Objective-C', 'Continuous Deployment', 'Continuous Integration']",19-02-2024,Colorado,20,Training_72,Backend Development with Node.js,Emp_17,Felicia,14.0,pending,0.0,,,,2.0
6613eb2f48f28aff2db0247d,Emp_4,Lauren Vargas,emorales@example.net,Male,"['NoSQL', 'Objective-C', 'Continuous Deployment', 'Continuous Integration']",19-02-2024,Colorado,20,Training_77,Backend Development with Node.js,Emp_61,,1.0,in_progress,81.0,,,,2.0
6613eb2f48f28aff2db0247e,Emp_4,Lauren Vargas,emorales@example.net,Male,"['NoSQL', 'Objective-C', 'Continuous Deployment', 'Continuous Integration']",19-02-2024,Colorado,20,Training_79,Machine Learning Basics,Emp_82,,3.0,pending,0.0,,,,1.0
6613eb2f48f28aff2db0247f,Emp_4,Lauren Vargas,emorales@example.net,Male,"['NoSQL', 'Objective-C', 'Continuous Deployment', 'Continuous Integration']",19-02-2024,Colorado,20,Training_86,Introduction to Python Programming,Emp_81,,14.0,completed,100.0,27.0,17.0,failed,5.0
6613eb2f48f28aff2db02480,Emp_5,Kathryn Davis,autumnramirez@example.com,Male,"['Flask', 'Angular', 'JavaScript', 'PostgreSQL']",05-09-2020,Montana,4,Training_29,Frontend Development with React,Emp_35,,35.0,pending,0.0,,,,
6613eb2f48f28aff2db02481,Emp_5,Kathryn Davis,autumnramirez@example.com,Male,"['Flask', 'Angular', 'JavaScript', 'PostgreSQL']",05-09-2020,Montana,4,Training_34,Introduction to JavaScript,Emp_104,James,32.0,completed,100.0,41.0,8.0,failed,1.0
6613eb2f48f28aff2db02482,Emp_5,Kathryn Davis,autumnramirez@example.com,Male,"['Flask', 'Angular', 'JavaScript', 'PostgreSQL']",05-09-2020,Montana,4,Training_34,Introduction to JavaScript,Emp_104,Tammy,32.0,completed,100.0,41.0,8.0,failed,1.0
6613eb2f48f28aff2db02483,Emp_5,Kathryn Davis,autumnramirez@example.com,Male,"['Flask', 'Angular', 'JavaScript', 'PostgreSQL']",05-09-2020,Montana,4,Training_45,Introduction to JavaScript,Emp_48,,30.0,in_progress,65.0,,,,3.0
6613eb2f48f28aff2db02484,Emp_5,Kathryn Davis,autumnramirez@example.com,Male,"['Flask', 'Angular', 'JavaScript', 'PostgreSQL']",05-09-2020,Montana,4,Training_49,Cloud Computing Fundamentals,Emp_184,,17.0,completed,100.0,35.0,75.0,passed,3.0
6613eb2f48f28aff2db02485,Emp_5,Kathryn Davis,autumnramirez@example.com,Male,"['Flask', 'Angular', 'JavaScript', 'PostgreSQL']",05-09-2020,Montana,4,Training_86,Introduction to Python Programming,Emp_81,,14.0,completed,100.0,21.0,97.0,passed,3.0
6613eb2f48f28aff2db02486,Emp_5,Kathryn Davis,autumnramirez@example.com,Male,"['Flask', 'Angular', 'JavaScript', 'PostgreSQL']",05-09-2020,Montana,4,Training_87,Cloud Computing Fundamentals,Emp_49,,26.0,pending,0.0,,,,3.0
6613eb2f48f28aff2db02487,Emp_5,Kathryn Davis,autumnramirez@example.com,Male,"['Flask', 'Angular', 'JavaScript', 'PostgreSQL']",05-09-2020,Montana,4,Training_88,Web Development Fundamentals,Emp_90,Jeffrey,12.0,in_progress,21.0,,,,5.0
6613eb2f48f28aff2db02488,Emp_5,Kathryn Davis,autumnramirez@example.com,Male,"['Flask', 'Angular', 'JavaScript', 'PostgreSQL']",05-09-2020,Montana,4,Training_88,Web Development Fundamentals,Emp_90,Miguel,12.0,in_progress,21.0,,,,5.0
6613eb2f48f28aff2db02489,Emp_6,Tina Rose,bwood@example.net,Male,"['Statistical Analysis', 'C#', 'Agile Methodologies', 'Docker']",19-08-2020,Nevada,6,Training_39,Web Development Fundamentals,Emp_94,,40.0,completed,100.0,58.0,5.0,failed,failed
6613eb2f48f28aff2db0248a,Emp_6,Tina Rose,bwood@example.net,Male,"['Statistical Analysis', 'C#', 'Agile Methodologies', 'Docker']",19-08-2020,Nevada,6,Training_48,Data Science Essentials,Emp_129,,37.0,completed,100.0,25.0,43.0,failed,4.0
6613eb2f48f28aff2db0248b,Emp_6,Tina Rose,bwood@example.net,Male,"['Statistical Analysis', 'C#', 'Agile Methodologies', 'Docker']",19-08-2020,Nevada,6,Training_63,Introduction to JavaScript,Emp_77,,2.0,in_progress,63.0,,,,2.0
6613eb2f48f28aff2db0248c,Emp_6,Tina Rose,bwood@example.net,Male,"['Statistical Analysis', 'C#', 'Agile Methodologies', 'Docker']",19-08-2020,Nevada,6,Training_81,Frontend Development with React,Emp_124,Christopher,1.0,in_progress,54.0,,,,1.0
6613eb2f48f28aff2db0248d,Emp_6,Tina Rose,bwood@example.net,Male,"['Statistical Analysis', 'C#', 'Agile Methodologies', 'Docker']",19-08-2020,Nevada,6,Training_81,Frontend Development with React,Emp_124,Michael,1.0,in_progress,54.0,,,,1.0
6613eb2f48f28aff2db0248e,Emp_6,Tina Rose,bwood@example.net,Male,"['Statistical Analysis', 'C#', 'Agile Methodologies', 'Docker']",19-08-2020,Nevada,6,Training_81,Frontend Development with React,Emp_124,William,1.0,in_progress,54.0,,,,1.0
6613eb2f48f28aff2db0248f,Emp_6,Tina Rose,bwood@example.net,Male,"['Statistical Analysis', 'C#', 'Agile Methodologies', 'Docker']",19-08-2020,Nevada,6,Training_87,Cloud Computing Fundamentals,Emp_49,,26.0,in_progress,53.0,,,,2.0
6613eb2f48f28aff2db02490,Emp_7,Benjamin Thomas,allenandrea@example.com,Male,"['GraphQL', 'React', 'Penetration Testing', 'Kotlin']",20-02-2024,Connecticut,8,Training_23,Cybersecurity Essentials,Emp_138,Shannon,8.0,completed,100.0,47.0,92.0,passed,passed
6613eb2f48f28aff2db02491,Emp_7,Benjamin Thomas,allenandrea@example.com,Male,"['GraphQL', 'React', 'Penetration Testing', 'Kotlin']",20-02-2024,Connecticut,8,Training_44,Cloud Computing Fundamentals,Emp_186,,3.0,completed,100.0,43.0,67.0,passed,2.0
6613eb2f48f28aff2db02492,Emp_7,Benjamin Thomas,allenandrea@example.com,Male,"['GraphQL', 'React', 'Penetration Testing', 'Kotlin']",20-02-2024,Connecticut,8,Training_92,Cloud Computing Fundamentals,Emp_136,,34.0,pending,0.0,,,,1.0
6613eb2f48f28aff2db02493,Emp_7,Benjamin Thomas,allenandrea@example.com,Male,"['GraphQL', 'React', 'Penetration Testing', 'Kotlin']",20-02-2024,Connecticut,8,Training_99,Introduction to JavaScript,Emp_146,Cassidy,4.0,completed,100.0,49.0,32.0,failed,1.0
6613eb2f48f28aff2db02494,Emp_8,Brandon Wagner,weavernancy@example.org,Male,"['Microservices', 'Test-Driven Development', '.NET', 'Data Visualization']",28-01-2020,New Mexico,10,Training_33,Frontend Development with React,Emp_163,,23.0,pending,0.0,,,,failed
6613eb2f48f28aff2db02495,Emp_8,Brandon Wagner,weavernancy@example.org,Male,"['Microservices', 'Test-Driven Development', '.NET', 'Data Visualization']",28-01-2020,New Mexico,10,Training_38,Introduction to JavaScript,Emp_143,Jared,37.0,completed,100.0,47.0,9.0,failed,4.0
6613eb2f48f28aff2db02496,Emp_9,Patrick Arnold,zferguson@example.com,Male,"['MySQL', 'Kubernetes', 'Continuous Integration', 'Ruby']",10-08-2020,Oregon,7,Training_36,Database Management with MongoDB,Emp_68,Lori,25.0,pending,0.0,,,,
6613eb2f48f28aff2db02497,Emp_9,Patrick Arnold,zferguson@example.com,Male,"['MySQL', 'Kubernetes', 'Continuous Integration', 'Ruby']",10-08-2020,Oregon,7,Training_95,Database Management with MongoDB,Emp_38,,39.0,completed,100.0,47.0,4.0,failed,3.0
6613eb2f48f28aff2db02498,Emp_10,Erin Hall,rcooley@example.net,Female,"['AWS', 'NoSQL', 'Angular', 'Objective-C']",11-09-2022,Utah,3,Training_19,Frontend Development with React,Emp_52,,13.0,pending,0.0,,,,failed
6613eb2f48f28aff2db02499,Emp_10,Erin Hall,rcooley@example.net,Female,"['AWS', 'NoSQL', 'Angular', 'Objective-C']",11-09-2022,Utah,3,Training_30,Frontend Development with React,Emp_156,,26.0,in_progress,67.0,,,,3.0
6613eb2f48f28aff2db0249a,Emp_10,Erin Hall,rcooley@example.net,Female,"['AWS', 'NoSQL', 'Angular', 'Objective-C']",11-09-2022,Utah,3,Training_36,Database Management with MongoDB,Emp_68,Lori,25.0,in_progress,73.0,,,,3.0
6613eb2f48f28aff2db0249b,Emp_10,Erin Hall,rcooley@example.net,Female,"['AWS', 'NoSQL', 'Angular', 'Objective-C']",11-09-2022,Utah,3,Training_53,Database Management with MongoDB,Emp_109,,4.0,completed,100.0,32.0,36.0,failed,2.0
6613eb2f48f28aff2db0249c,Emp_11,Peggy Herman,ojohnson@example.net,Female,"['GraphQL', 'Python', 'Statistical Analysis', 'Django']",30-04-2021,Oklahoma,5,Training_21,Web Development Fundamentals,Emp_43,,27.0,in_progress,36.0,,,,
6613eb2f48f28aff2db0249d,Emp_11,Peggy Herman,ojohnson@example.net,Female,"['GraphQL', 'Python', 'Statistical Analysis', 'Django']",30-04-2021,Oklahoma,5,Training_28,Introduction to Python Programming,Emp_24,Jeffrey,24.0,pending,0.0,,,,2.0
6613eb2f48f28aff2db0249e,Emp_11,Peggy Herman,ojohnson@example.net,Female,"['GraphQL', 'Python', 'Statistical Analysis', 'Django']",30-04-2021,Oklahoma,5,Training_30,Frontend Development with React,Emp_156,,26.0,in_progress,84.0,,,,4.0
6613eb2f48f28aff2db0249f,Emp_11,Peggy Herman,ojohnson@example.net,Female,"['GraphQL', 'Python', 'Statistical Analysis', 'Django']",30-04-2021,Oklahoma,5,Training_39,Web Development Fundamentals,Emp_94,,40.0,pending,0.0,,,,3.0
6613eb2f48f28aff2db024a0,Emp_11,Peggy Herman,ojohnson@example.net,Female,"['GraphQL', 'Python', 'Statistical Analysis', 'Django']",30-04-2021,Oklahoma,5,Training_47,Introduction to JavaScript,Emp_167,Shannon,25.0,pending,0.0,,,,5.0
6613eb2f48f28aff2db024a1,Emp_11,Peggy Herman,ojohnson@example.net,Female,"['GraphQL', 'Python', 'Statistical Analysis', 'Django']",30-04-2021,Oklahoma,5,Training_65,Data Science Essentials,Emp_121,,32.0,in_progress,67.0,,,,2.0
6613eb2f48f28aff2db024a2,Emp_11,Peggy Herman,ojohnson@example.net,Female,"['GraphQL', 'Python', 'Statistical Analysis', 'Django']",30-04-2021,Oklahoma,5,Training_83,Machine Learning Basics,Emp_79,Jennifer,31.0,pending,0.0,,,,3.0
6613eb2f48f28aff2db024a3,Emp_12,Erica Williams,donna36@example.com,Male,"['C#', 'Statistical Analysis', 'Node.js', 'Data Visualization']",26-01-2024,Nebraska,18,,,,,,completed,100.0,43.0,32.0,failed,
6613eb2f48f28aff2db024a4,Emp_12,Erica Williams,donna36@example.com,Male,"['C#', 'Statistical Analysis', 'Node.js', 'Data Visualization']",26-01-2024,Nebraska,18,Training_25,Frontend Development with React,Emp_192,,23.0,in_progress,29.0,,,,1.0
6613eb2f48f28aff2db024a5,Emp_12,Erica Williams,donna36@example.com,Male,"['C#', 'Statistical Analysis', 'Node.js', 'Data Visualization']",26-01-2024,Nebraska,18,Training_41,Introduction to JavaScript,Emp_52,,10.0,pending,0.0,,,,5.0
6613eb2f48f28aff2db024a6,Emp_12,Erica Williams,donna36@example.com,Male,"['C#', 'Statistical Analysis', 'Node.js', 'Data Visualization']",26-01-2024,Nebraska,18,Training_55,Database Management with MongoDB,Emp_109,,5.0,completed,100.0,3.0,20.0,failed,5.0
6613eb2f48f28aff2db024a7,Emp_12,Erica Williams,donna36@example.com,Male,"['C#', 'Statistical Analysis', 'Node.js', 'Data Visualization']",26-01-2024,Nebraska,18,Training_56,Database Management with MongoDB,Emp_118,,15.0,in_progress,39.0,,,,4.0
6613eb2f48f28aff2db024a8,Emp_12,Erica Williams,donna36@example.com,Male,"['C#', 'Statistical Analysis', 'Node.js', 'Data Visualization']",26-01-2024,Nebraska,18,Training_74,Cloud Computing Fundamentals,Emp_117,,14.0,completed,100.0,35.0,40.0,failed,5.0
6613eb2f48f28aff2db024a9,Emp_12,Erica Williams,donna36@example.com,Male,"['C#', 'Statistical Analysis', 'Node.js', 'Data Visualization']",26-01-2024,Nebraska,18,Training_74,Cloud Computing Fundamentals,Emp_117,,14.0,pending,0.0,,,,1.0
6613eb2f48f28aff2db024aa,Emp_12,Erica Williams,donna36@example.com,Male,"['C#', 'Statistical Analysis', 'Node.js', 'Data Visualization']",26-01-2024,Nebraska,18,Training_75,Cloud Computing Fundamentals,Emp_57,,31.0,pending,0.0,,,,5.0
6613eb2f48f28aff2db024ab,Emp_12,Erica Williams,donna36@example.com,Male,"['C#', 'Statistical Analysis', 'Node.js', 'Data Visualization']",26-01-2024,Nebraska,18,Training_83,Machine Learning Basics,Emp_79,Jennifer,31.0,in_progress,34.0,,,,4.0
6613eb2f48f28aff2db024ac,Emp_12,Erica Williams,donna36@example.com,Male,"['C#', 'Statistical Analysis', 'Node.js', 'Data Visualization']",26-01-2024,Nebraska,18,Training_85,Web Development Fundamentals,Emp_36,,36.0,completed,100.0,6.0,77.0,passed,2.0
6613eb2f48f28aff2db024ad,Emp_12,Erica Williams,donna36@example.com,Male,"['C#', 'Statistical Analysis', 'Node.js', 'Data Visualization']",26-01-2024,Nebraska,18,Training_85,Web Development Fundamentals,Emp_36,,36.0,completed,100.0,29.0,13.0,failed,4.0
6613eb2f48f28aff2db024ae,Emp_13,Christy Kline,patricia66@example.com,Female,"['Kubernetes', 'CSS', 'Django', 'Kotlin']",04-02-2023,Wyoming,15,Training_13,Cybersecurity Essentials,Emp_131,Nathaniel,33.0,completed,100.0,58.0,16.0,failed,
6613eb2f48f28aff2db024af,Emp_13,Christy Kline,patricia66@example.com,Female,"['Kubernetes', 'CSS', 'Django', 'Kotlin']",04-02-2023,Wyoming,15,Training_6,Introduction to JavaScript,Emp_96,,37.0,pending,0.0,,,,3.0
6613eb2f48f28aff2db024b0,Emp_14,William Zamora,ppetersen@example.net,Female,"['Cryptography', 'JavaScript', 'Flask', 'Machine Learning']",09-11-2021,Maine,10,Training_2,Cybersecurity Essentials,Emp_129,,30.0,pending,0.0,,,,
6613eb2f48f28aff2db024b1,Emp_14,William Zamora,ppetersen@example.net,Female,"['Cryptography', 'JavaScript', 'Flask', 'Machine Learning']",09-11-2021,Maine,10,Training_65,Data Science Essentials,Emp_121,,32.0,completed,100.0,38.0,56.0,passed,1.0
6613eb2f48f28aff2db024b2,Emp_14,William Zamora,ppetersen@example.net,Female,"['Cryptography', 'JavaScript', 'Flask', 'Machine Learning']",09-11-2021,Maine,10,Training_77,Backend Development with Node.js,Emp_61,,1.0,in_progress,100.0,,,,2.0
6613eb2f48f28aff2db024b3,Emp_15,Danny Oconnell,victor58@example.net,Male,"['MongoDB', 'Java', 'Agile Methodologies', 'PHP']",06-04-2021,Oregon,13,Training_1,Cybersecurity Essentials,Emp_109,,3.0,completed,100.0,14.0,97.0,passed,failed
6613eb2f48f28aff2db024b4,Emp_15,Danny Oconnell,victor58@example.net,Male,"['MongoDB', 'Java', 'Agile Methodologies', 'PHP']",06-04-2021,Oregon,13,Training_44,Cloud Computing Fundamentals,Emp_186,,3.0,pending,0.0,,,,2.0
6613eb2f48f28aff2db024b5,Emp_15,Danny Oconnell,victor58@example.net,Male,"['MongoDB', 'Java', 'Agile Methodologies', 'PHP']",06-04-2021,Oregon,13,Training_63,Introduction to JavaScript,Emp_77,,2.0,pending,0.0,,,,3.0
6613eb2f48f28aff2db024b6,Emp_15,Danny Oconnell,victor58@example.net,Male,"['MongoDB', 'Java', 'Agile Methodologies', 'PHP']",06-04-2021,Oregon,13,Training_67,Introduction to Python Programming,Emp_187,,19.0,completed,100.0,45.0,36.0,failed,5.0
6613eb2f48f28aff2db024b7,Emp_15,Danny Oconnell,victor58@example.net,Male,"['MongoDB', 'Java', 'Agile Methodologies', 'PHP']",06-04-2021,Oregon,13,Training_71,Frontend Development with React,Emp_105,,22.0,in_progress,92.0,,,,2.0
6613eb2f48f28aff2db024b8,Emp_15,Danny Oconnell,victor58@example.net,Male,"['MongoDB', 'Java', 'Agile Methodologies', 'PHP']",06-04-2021,Oregon,13,Training_78,Backend Development with Node.js,Emp_188,Robert,40.0,in_progress,84.0,,,,4.0
6613eb2f48f28aff2db024b9,Emp_15,Danny Oconnell,victor58@example.net,Male,"['MongoDB', 'Java', 'Agile Methodologies', 'PHP']",06-04-2021,Oregon,13,Training_9,Frontend Development with React,Emp_162,,16.0,in_progress,20.0,,,,2.0
6613eb2f48f28aff2db024ba,Emp_15,Danny Oconnell,victor58@example.net,Male,"['MongoDB', 'Java', 'Agile Methodologies', 'PHP']",06-04-2021,Oregon,13,Training_92,Cloud Computing Fundamentals,Emp_136,,34.0,in_progress,11.0,,,,4.0
6613eb2f48f28aff2db024bb,Emp_15,Danny Oconnell,victor58@example.net,Male,"['MongoDB', 'Java', 'Agile Methodologies', 'PHP']",06-04-2021,Oregon,13,Training_96,Database Management with MongoDB,Emp_93,Ronald,23.0,completed,100.0,30.0,48.0,failed,2.0
6613eb2f48f28aff2db024bc,Emp_15,Danny Oconnell,victor58@example.net,Male,"['MongoDB', 'Java', 'Agile Methodologies', 'PHP']",06-04-2021,Oregon,13,Training_97,Frontend Development with React,Emp_72,,1.0,completed,100.0,45.0,75.0,passed,3.0
6613eb2f48f28aff2db024bd,Emp_16,Alex Duke,todd46@example.net,Male,"['Machine Learning', 'Kubernetes', 'Continuous Deployment', 'Django']",16-08-2022,Louisiana,6,Training_89,Cloud Computing Fundamentals,Emp_141,,39.0,pending,0.0,,,,
6613eb2f48f28aff2db024be,Emp_16,Alex Duke,todd46@example.net,Male,"['Machine Learning', 'Kubernetes', 'Continuous Deployment', 'Django']",16-08-2022,Louisiana,6,Training_93,Machine Learning Basics,Emp_9,,5.0,completed,100.0,41.0,61.0,passed,3.0
6613eb2f48f28aff2db024bf,Emp_16,Alex Duke,todd46@example.net,Male,"['Machine Learning', 'Kubernetes', 'Continuous Deployment', 'Django']",16-08-2022,Louisiana,6,Training_98,Machine Learning Basics,Emp_58,,35.0,in_progress,49.0,,,,2.0
6613eb2f48f28aff2db024c0,Emp_17,Derrick Kelly,rrobinson@example.net,Female,"['Docker', 'RESTful API', 'Penetration Testing', 'Scrum']",03-05-2023,Iowa,17,Training_45,Introduction to JavaScript,Emp_48,,30.0,in_progress,94.0,,,,
6613eb2f48f28aff2db024c1,Emp_17,Derrick Kelly,rrobinson@example.net,Female,"['Docker', 'RESTful API', 'Penetration Testing', 'Scrum']",03-05-2023,Iowa,17,Training_46,Database Management with MongoDB,Emp_28,,10.0,in_progress,9.0,,,,2.0
6613eb2f48f28aff2db024c2,Emp_17,Derrick Kelly,rrobinson@example.net,Female,"['Docker', 'RESTful API', 'Penetration Testing', 'Scrum']",03-05-2023,Iowa,17,Training_58,Introduction to Python Programming,Emp_134,,37.0,in_progress,31.0,,,,3.0
6613eb2f48f28aff2db024c3,Emp_17,Derrick Kelly,rrobinson@example.net,Female,"['Docker', 'RESTful API', 'Penetration Testing', 'Scrum']",03-05-2023,Iowa,17,Training_64,Introduction to JavaScript,Emp_119,Nicholas,8.0,completed,100.0,34.0,52.0,passed,5.0
6613eb2f48f28aff2db024c4,Emp_17,Derrick Kelly,rrobinson@example.net,Female,"['Docker', 'RESTful API', 'Penetration Testing', 'Scrum']",03-05-2023,Iowa,17,Training_83,Machine Learning Basics,Emp_79,Jennifer,31.0,pending,0.0,,,,5.0
6613eb2f48f28aff2db024c5,Emp_17,Derrick Kelly,rrobinson@example.net,Female,"['Docker', 'RESTful API', 'Penetration Testing', 'Scrum']",03-05-2023,Iowa,17,Training_98,Machine Learning Basics,Emp_58,,35.0,in_progress,75.0,,,,2.0
6613eb2f48f28aff2db024c6,Emp_18,Nathan Smith,braychristopher@example.net,Female,"['NoSQL', 'DevOps', 'Microservices', 'JavaScript']",30-05-2020,Louisiana,4,Training_14,Introduction to JavaScript,Emp_139,,16.0,pending,0.0,,,,
6613eb2f48f28aff2db024c7,Emp_18,Nathan Smith,braychristopher@example.net,Female,"['NoSQL', 'DevOps', 'Microservices', 'JavaScript']",30-05-2020,Louisiana,4,Training_22,Machine Learning Basics,Emp_21,,33.0,pending,0.0,,,,1.0
6613eb2f48f28aff2db024c8,Emp_18,Nathan Smith,braychristopher@example.net,Female,"['NoSQL', 'DevOps', 'Microservices', 'JavaScript']",30-05-2020,Louisiana,4,Training_81,Frontend Development with React,Emp_124,Christopher,1.0,in_progress,7.0,,,,2.0
6613eb2f48f28aff2db024c9,Emp_18,Nathan Smith,braychristopher@example.net,Female,"['NoSQL', 'DevOps', 'Microservices', 'JavaScript']",30-05-2020,Louisiana,4,Training_81,Frontend Development with React,Emp_124,Michael,1.0,in_progress,7.0,,,,2.0
6613eb2f48f28aff2db024ca,Emp_18,Nathan Smith,braychristopher@example.net,Female,"['NoSQL', 'DevOps', 'Microservices', 'JavaScript']",30-05-2020,Louisiana,4,Training_81,Frontend Development with React,Emp_124,William,1.0,in_progress,7.0,,,,2.0
6613eb2f48f28aff2db024cb,Emp_19,Julie Peters,sjohnson@example.org,Female,"['Objective-C', 'Flask', 'Data Visualization', 'Continuous Integration']",28-09-2020,Virginia,18,Training_11,Data Science Essentials,Emp_173,,30.0,in_progress,18.0,,,,
6613eb2f48f28aff2db024cc,Emp_19,Julie Peters,sjohnson@example.org,Female,"['Objective-C', 'Flask', 'Data Visualization', 'Continuous Integration']",28-09-2020,Virginia,18,Training_44,Cloud Computing Fundamentals,Emp_186,,3.0,in_progress,48.0,,,,3.0
6613eb2f48f28aff2db024cd,Emp_19,Julie Peters,sjohnson@example.org,Female,"['Objective-C', 'Flask', 'Data Visualization', 'Continuous Integration']",28-09-2020,Virginia,18,Training_63,Introduction to JavaScript,Emp_77,,2.0,pending,0.0,,,,2.0
6613eb2f48f28aff2db024ce,Emp_19,Julie Peters,sjohnson@example.org,Female,"['Objective-C', 'Flask', 'Data Visualization', 'Continuous Integration']",28-09-2020,Virginia,18,Training_65,Data Science Essentials,Emp_121,,32.0,pending,0.0,,,,2.0
