userId,Name,email,gender,specializations,doj,state,experience,trainingName,trainerName,optimizedDuration,trainingStatus,assessment_percentage_done,assessment_completion_time_in_hours,scoreAchievedInQuiz,quizPassedOrFailed,ratingGivenByTrainer
9691686488,Barnabas Werny,bwernyi@sina.com.cn,Male,Netwrking,12/11/2021,Oregon,7,Networking,Lemar,23,in_progress,43,24,46,Fail,4
9691686488,Barnabas Werny,bwernyi@sina.com.cn,Male,Netwrking,12/11/2021,Oregon,7,Figma,Felice,33,pending,0,0,0,"",""
111827726,Barnaby Selwyn,bselwynj@columbia.edu,Male,GItHub,10/25/2023,Kentucky,19,,,,,,,,,
2259484759,Joshua Cardenosa,jcardenosak@domainmarket.com,Male,Figma,7/25/2016,South Carolina,11,,,,,,,,,
177339927,Daune Gravenell,dgravenelll@patch.com,Female,WebScraping,3/5/2014,District of Columbia,17,,,,,,,,,
5368202478,Kirby Pratton,kprattonm@linkedin.com,Male,Javascript,3/27/2022,Oklahoma,3,,,,,,,,,
2998344352,Robbin Faers,rfaersn@google.it,Non-binary,Figma,1/26/2016,New Mexico,8,,,,,,,,,
4266714123,Roldan Paula,rpaulao@hibu.com,Male,OS,10/31/2021,California,15,,,,,,,,,
13768756,Emera Youel,eyouelp@ftc.gov,Female,Javascript,3/19/2012,California,15,NodeJS,Farleigh,18,pending,0,0,0,"",""
13768756,Emera Youel,eyouelp@ftc.gov,Female,Javascript,3/19/2012,California,15,DBT,Lauretta,36,in_progress,6,12,78,Pass,5
13768756,Emera Youel,eyouelp@ftc.gov,Female,Javascript,3/19/2012,California,15,Cloud,Karilynn,35,pending,0,0,0,"",""
5933245381,Jamil Ciotto,jciottoq@theatlantic.com,Male,ML,9/23/2001,Tennessee,3,,,,,,,,,
5103675549,Ulrica Goalby,ugoalbyr@360.cn,Female,WebScraping,11/12/2012,California,8,GitHub,Bondon,17,in_progress,53,43,17,Fail,1
7418049240,Corena Scrigmour,cscrigmours@flickr.com,Polygender,DBT,3/30/2022,Texas,13,,,,,,,,,
4629348683,Freeland Lukehurst,flukehurstt@huffingtonpost.com,Male,Cloud,3/19/2010,California,16,NodeJS,Farleigh,18,completed,100,83,2,Fail,5
4629348683,Freeland Lukehurst,flukehurstt@huffingtonpost.com,Male,Cloud,3/19/2010,California,16,Networking,Lemar,23,in_progress,96,89,1,Fail,3
4629348683,Freeland Lukehurst,flukehurstt@huffingtonpost.com,Male,Cloud,3/19/2010,California,16,OS,Lotty,48,pending,0,0,0,"",""
4629348683,Freeland Lukehurst,flukehurstt@huffingtonpost.com,Male,Cloud,3/19/2010,California,16,Javascript,Ilsa,8,pending,0,0,0,"",""
4844931003,Bord Ellingham,bellinghamu@aol.com,Male,Azure,5/26/2012,California,6,DevOps,Angela,27,pending,0,0,0,"",""
4844931003,Bord Ellingham,bellinghamu@aol.com,Male,Azure,5/26/2012,California,6,ReactJS,Stephie,50,pending,0,0,0,"",""
5227327068,Deva Crosham,dcroshamv@macromedia.com,Female,GItHub,1/13/2016,South Carolina,9,ReactJS,Carolin,39,in_progress,13,19,86,Pass,4
8677067676,Lek Profit,lprofitw@salon.com,Male,ML,12/11/2017,Pennsylvania,15,OS,Alma,30,completed,100,86,17,Fail,4
8677067676,Lek Profit,lprofitw@salon.com,Male,ML,12/11/2017,Pennsylvania,15,Figma,Erhard,10,in_progress,93,45,53,Pass,5
4392748960,Rabi Stoffler,rstofflerx@ebay.co.uk,Male,Figma,12/31/2012,District of Columbia,13,DBT,Lauretta,36,pending,0,0,0,"",""
3692455929,Keen Eixenberger,keixenbergery@cbsnews.com,Male,Javascript,9/23/2006,Florida,17,Cloud,Nadya,32,pending,0,0,0,"",""
4856117065,Gerhardine Brandon,gbrandonz@businesswire.com,Female,Javascript,3/1/2012,Florida,20,,,,,,,,,
2456652578,Jareb Lynds,jlynds10@ibm.com,Male,DBT,4/24/2009,Maryland,16,Figma,Candy,44,pending,0,0,0,"",""
735171557,Kassi McGrae,kmcgrae11@army.mil,Female,ML,8/4/2006,Tennessee,7,ReactJS,Stephie,50,pending,0,0,0,"",""
4788429031,Suzy Lissett,slissett12@linkedin.com,Female,ReactJS,8/29/2018,New Mexico,11,Figma,Meta,5,in_progress,18,60,100,Pass,1
4788429031,Suzy Lissett,slissett12@linkedin.com,Female,ReactJS,8/29/2018,New Mexico,11,DevOps,Ida,29,completed,100,25,47,Fail,4
1465266847,Jackelyn Surmeyer,jsurmeyer13@bravesites.com,Female,NodeJS,2/22/2003,Illinois,2,Azure,Antone,40,in_progress,23,43,66,Pass,4
4817756228,Elbert Start,estart14@instagram.com,Male,NodeJS,8/6/2000,California,15,Figma,Felice,33,completed,100,42,15,Fail,4
1647616055,Wilt Lamerton,wlamerton15@google.fr,Male,ML,11/16/2013,New York,11,Figma,Meta,5,completed,100,54,85,Pass,5
8175605589,Vinni Balshaw,vbalshaw16@artisteer.com,Female,DevOps,5/8/2020,Missouri,11,Figma,Simone,24,pending,0,0,0,"",""
8175605589,Vinni Balshaw,vbalshaw16@artisteer.com,Female,DevOps,5/8/2020,Missouri,11,DBT,Lauretta,36,in_progress,64,7,49,Fail,3
7978501947,Grier Grouse,ggrouse17@newsvine.com,Female,Figma,3/26/2005,California,16,OS,Lotty,48,in_progress,59,59,5,Fail,4
7978501947,Grier Grouse,ggrouse17@newsvine.com,Female,Figma,3/26/2005,California,16,Figma,Simone,24,in_progress,67,11,42,Fail,4
7978501947,Grier Grouse,ggrouse17@newsvine.com,Female,Figma,3/26/2005,California,16,Javascript,Boot,33,pending,0,0,0,"",""
4625789874,Neall Cabrera,ncabrera18@nifty.com,Male,Figma,6/12/2001,Washington,8,,,,,,,,,
9139803794,Debora Cornehl,dcornehl19@google.com.hk,Female,DBT,11/18/2021,California,4,Figma,Meta,5,in_progress,51,43,99,Pass,3
3842090194,Rustin Sebert,rsebert1a@hp.com,Male,OS,7/12/2008,Pennsylvania,11,,,,,,,,,
534501217,Any Bayley,abayley1b@thetimes.co.uk,Agender,Netwrking,12/1/2016,Colorado,20,Networking,Clem,30,pending,0,0,0,"",""
534501217,Any Bayley,abayley1b@thetimes.co.uk,Agender,Netwrking,12/1/2016,Colorado,20,Networking,Lemar,23,completed,100,75,56,Pass,3
534501217,Any Bayley,abayley1b@thetimes.co.uk,Agender,Netwrking,12/1/2016,Colorado,20,DBT,Mariam,1,pending,0,0,0,"",""
5212106744,Mort Hartin,mhartin1c@unesco.org,Male,NodeJS,7/8/2009,Massachusetts,11,,,,,,,,,
1017025900,Elinore Witard,ewitard1d@ifeng.com,Female,Javascript,8/11/2018,Pennsylvania,11,DBT,Stephani,27,in_progress,79,31,39,Fail,2
1017025900,Elinore Witard,ewitard1d@ifeng.com,Female,Javascript,8/11/2018,Pennsylvania,11,Figma,Felice,33,completed,100,94,90,Pass,3
9112738137,Vinita Giron,vgiron1e@washington.edu,Female,DBT,8/30/2022,Hawaii,3,,,,,,,,,
6953358573,Shepherd Carswell,scarswell1f@yahoo.com,Male,GItHub,4/7/2011,California,3,,,,,,,,,
2989366907,Lurleen Lemme,llemme1g@state.gov,Female,OS,12/12/2011,California,12,WebScraping,Gilburt,30,pending,0,0,0,"",""
2989366907,Lurleen Lemme,llemme1g@state.gov,Female,OS,12/12/2011,California,12,Figma,Meta,5,completed,100,68,46,Fail,2
9023460205,Leopold Wank,lwank1h@miitbeian.gov.cn,Male,HtmlCSS,8/8/2001,Pennsylvania,19,,,,,,,,,
1976420212,Birgitta Carillo,bcarillo1i@army.mil,Female,DBT,4/4/2016,California,10,,,,,,,,,
3826531364,Vonni Sobtka,vsobtka1j@latimes.com,Female,OS,9/22/2018,California,18,,,,,,,,,
4630401119,Minnnie Possel,mpossel1k@noaa.gov,Female,NodeJS,12/2/2008,Tennessee,18,Figma,Meta,5,pending,0,0,0,"",""
1046480248,Elmore Neild,eneild1l@google.ca,Male,DevOps,6/26/2013,Texas,10,ReactJS,Carolin,39,pending,0,0,0,"",""
7792387769,Boigie Farnes,bfarnes1m@google.com.au,Male,Cloud,7/22/2013,Texas,5,Javascript,Boot,33,completed,100,8,21,Fail,1
7792387769,Boigie Farnes,bfarnes1m@google.com.au,Male,Cloud,7/22/2013,Texas,5,Networking,Randie,35,completed,100,68,7,Fail,1
5829925179,Carl Lightwood,clightwood1n@privacy.gov.au,Male,ML,10/29/2006,Pennsylvania,7,,,,,,,,,
7639669297,Audre Doerrling,adoerrling1o@wikipedia.org,Bigender,Cloud,9/7/2006,New York,12,ReactJS,Stephie,50,pending,0,0,0,"",""
7574995070,Eugen Arkcoll,earkcoll1p@icq.com,Male,HtmlCSS,10/25/2021,District of Columbia,5,ML,Belvia,31,pending,0,0,0,"",""
7574995070,Eugen Arkcoll,earkcoll1p@icq.com,Male,HtmlCSS,10/25/2021,District of Columbia,5,Cloud,Karilynn,35,in_progress,83,28,41,Fail,1
1700971571,Dexter Bonnick,dbonnick1q@behance.net,Male,GItHub,12/10/2009,North Carolina,1,DBT,Mariam,1,completed,100,54,12,Fail,3
9073546524,Dionysus Fuzzens,dfuzzens1r@usa.gov,Agender,Figma,10/28/2009,Pennsylvania,17,OS,Lotty,48,pending,0,0,0,"",""
9073546524,Dionysus Fuzzens,dfuzzens1r@usa.gov,Agender,Figma,10/28/2009,Pennsylvania,17,DBT,Stephani,27,pending,0,0,0,"",""
9073546524,Dionysus Fuzzens,dfuzzens1r@usa.gov,Agender,Figma,10/28/2009,Pennsylvania,17,DBT,Lauretta,36,pending,0,0,0,"",""
4940054457,Elmo Simeoni,esimeoni1s@earthlink.net,Male,HtmlCSS,11/24/2018,Colorado,17,,,,,,,,,
8814837454,Shaughn Lesley,slesley1t@omniture.com,Male,Figma,8/5/2017,New York,9,Azure,Antone,40,in_progress,0,77,33,Fail,5
1105410699,Louisette McLachlan,lmclachlan1u@mtv.com,Female,HtmlCSS,7/4/2019,Colorado,17,DBT,Lauretta,36,completed,100,57,55,Pass,4
7048419275,Garald Robottham,grobottham1v@mysql.com,Non-binary,GItHub,9/1/2004,Texas,2,NodeJS,Fawne,50,in_progress,67,14,39,Fail,1
9366603875,Dodi Baton,dbaton1w@dagondesign.com,Female,Netwrking,10/3/2009,Missouri,7,,,,,,,,,
4121643029,Obadias Bilam,obilam1x@bloglines.com,Male,ReactJS,8/20/2021,Indiana,16,,,,,,,,,
9842527889,Griswold Rushbrook,grushbrook1y@state.tx.us,Male,ML,1/16/2005,North Dakota,14,WebScraping,Gilburt,30,completed,100,21,44,Fail,1
9842527889,Griswold Rushbrook,grushbrook1y@state.tx.us,Male,ML,1/16/2005,North Dakota,14,WebScraping,Gilburt,30,pending,0,0,0,"",""
9842527889,Griswold Rushbrook,grushbrook1y@state.tx.us,Male,ML,1/16/2005,North Dakota,14,Figma,Erhard,10,in_progress,7,27,55,Pass,5
6941681719,Lemuel Trotman,ltrotman1z@wp.com,Male,Netwrking,12/5/2005,Alabama,3,DBT,Stephani,27,in_progress,3,32,68,Pass,1
1802805812,Keefer Middiff,kmiddiff20@gizmodo.com,Male,Figma,6/15/2012,Louisiana,15,WebScraping,Gilburt,30,in_progress,75,1,18,Fail,3
3684795096,Michel Eldershaw,meldershaw21@va.gov,Male,DevOps,9/14/2005,Florida,8,Networking,Randie,35,in_progress,22,69,73,Pass,3
3684795096,Michel Eldershaw,meldershaw21@va.gov,Male,DevOps,9/14/2005,Florida,8,Javascript,Boot,33,completed,100,70,79,Pass,5
9635606807,Edward Apfelmann,eapfelmann22@ow.ly,Male,ML,4/4/2013,New York,15,,,,,,,,,
3819288777,Borg Auden,bauden23@ibm.com,Male,HtmlCSS,4/22/2016,Indiana,13,Cloud,Nadya,32,in_progress,18,2,25,Fail,5
3150712159,Deonne Carhart,dcarhart24@prlog.org,Female,Azure,8/15/2022,Louisiana,3,Cloud,Karilynn,35,in_progress,33,13,11,Fail,3
6338655820,Magdalen Duddan,mduddan25@hhs.gov,Female,Azure,6/9/2010,Florida,16,,,,,,,,,
4024229978,Sayers Bane,sbane26@army.mil,Male,Netwrking,7/6/2008,District of Columbia,10,DevOps,Ida,29,pending,0,0,0,"",""
4024229978,Sayers Bane,sbane26@army.mil,Male,Netwrking,7/6/2008,District of Columbia,10,DevOps,Ida,29,completed,100,24,59,Pass,3
4024229978,Sayers Bane,sbane26@army.mil,Male,Netwrking,7/6/2008,District of Columbia,10,ReactJS,Stephie,50,in_progress,75,8,26,Fail,4
9010269508,Sandor Forsaith,sforsaith27@wired.com,Male,GItHub,3/24/2004,New York,3,,,,,,,,,
4359948782,Rhonda Slessor,rslessor28@wordpress.org,Female,WebScraping,7/8/2008,Texas,7,,,,,,,,,
2633980440,Idette Hurt,ihurt29@ted.com,Female,ML,7/19/2000,Oklahoma,17,,,,,,,,,
8028956673,Lucien Huban,lhuban2a@ocn.ne.jp,Male,Netwrking,10/9/2017,Missouri,3,ReactJS,Carolin,39,pending,0,0,0,"",""
8666126453,Elsbeth Hillin,ehillin2b@prnewswire.com,Female,GItHub,4/7/2015,Indiana,11,ML,Belvia,31,in_progress,39,94,70,Pass,4
8666126453,Elsbeth Hillin,ehillin2b@prnewswire.com,Female,GItHub,4/7/2015,Indiana,11,DevOps,Dorolisa,50,completed,100,20,46,Fail,5
8666126453,Elsbeth Hillin,ehillin2b@prnewswire.com,Female,GItHub,4/7/2015,Indiana,11,DevOps,Angela,27,pending,0,0,0,"",""
8666126453,Elsbeth Hillin,ehillin2b@prnewswire.com,Female,GItHub,4/7/2015,Indiana,11,ReactJS,Carolin,39,pending,0,0,0,"",""
8666126453,Elsbeth Hillin,ehillin2b@prnewswire.com,Female,GItHub,4/7/2015,Indiana,11,NodeJS,Farleigh,18,completed,100,79,99,Pass,2
8666126453,Elsbeth Hillin,ehillin2b@prnewswire.com,Female,GItHub,4/7/2015,Indiana,11,WebScraping,Gilburt,30,completed,100,40,8,Fail,2
202291827,Elisabetta Riddell,eriddell2c@cnn.com,Female,Figma,1/14/2021,Georgia,5,WebScraping,Gilburt,30,in_progress,69,59,92,Pass,4
8913046070,Madlen Caveney,mcaveney2d@alexa.com,Female,Cloud,8/11/2003,New Mexico,3,Figma,Simone,24,pending,0,0,0,"",""
2832133962,Luz Iaduccelli,liaduccelli2e@jugem.jp,Female,DevOps,3/6/2012,Florida,11,,,,,,,,,
438156173,Ulrick Tamlett,utamlett2f@nifty.com,Male,Netwrking,2/17/2019,Tennessee,14,Javascript,Boot,33,in_progress,54,21,96,Pass,4
2377353705,Benedetta Emilien,bemilien2g@reverbnation.com,Female,DevOps,1/30/2002,Washington,10,NodeJS,Fawne,50,pending,0,0,0,"",""
2377353705,Benedetta Emilien,bemilien2g@reverbnation.com,Female,DevOps,1/30/2002,Washington,10,Networking,Clem,30,pending,0,0,0,"",""
4765152326,Miranda Roelofs,mroelofs2h@last.fm,Female,Netwrking,10/9/2005,Texas,15,,,,,,,,,
3036527204,Leigha Jochen,ljochen2i@archive.org,Female,HtmlCSS,10/1/2012,Colorado,7,GitHub,Bondon,17,in_progress,40,87,45,Fail,5
6958100786,Annette Trahear,atrahear2j@amazon.de,Female,ML,5/15/2015,Florida,1,,,,,,,,,
1763429182,Jackie Akeherst,jakeherst2k@ovh.net,Genderqueer,NodeJS,6/8/2014,Texas,17,Javascript,Ilsa,8,pending,0,0,0,"",""
8753856302,Gilberta Scallan,gscallan2l@ask.com,Female,DBT,2/4/2011,California,18,WebScraping,Gilburt,30,pending,0,0,0,"",""
8013387271,Caryn Gorling,cgorling2m@oracle.com,Female,NodeJS,10/23/2023,New York,5,Cloud,Nadya,32,completed,100,40,16,Fail,5
5275059533,Ginnie Tooth,gtooth2n@statcounter.com,Polygender,NodeJS,12/16/2019,Virginia,2,,,,,,,,,
6740697593,Nye Kell,nkell2o@census.gov,Male,Javascript,2/4/2005,Maine,16,,,,,,,,,
8967190280,Tawnya Greg,tgreg2p@auda.org.au,Female,ML,12/15/2012,Florida,8,DBT,Mariam,1,pending,0,0,0,"",""
9070780054,Matilde Matz,mmatz2q@fastcompany.com,Female,Azure,1/31/2021,Texas,1,Networking,Lemar,23,pending,0,0,0,"",""
9070780054,Matilde Matz,mmatz2q@fastcompany.com,Female,Azure,1/31/2021,Texas,1,Figma,Candy,44,pending,0,0,0,"",""
5190873487,Mei Durden,mdurden2r@fotki.com,Female,Figma,6/11/2011,North Carolina,13,Figma,Erhard,10,pending,0,0,0,"",""
774232642,Timmie Reichert,treichert2s@networksolutions.com,Male,ReactJS,11/4/2020,Texas,5,Figma,Meta,5,completed,100,30,79,Pass,1
6861045619,Phedra Gagie,pgagie2t@nyu.edu,Female,Netwrking,2/10/2009,Florida,8,DBT,Stephani,27,completed,100,5,31,Fail,3
6861045619,Phedra Gagie,pgagie2t@nyu.edu,Female,Netwrking,2/10/2009,Florida,8,Figma,Felice,33,pending,0,0,0,"",""
6714019211,Gertruda Gleadhall,ggleadhall2u@newyorker.com,Female,NodeJS,8/6/2002,Louisiana,16,WebScraping,Aarika,7,completed,100,47,24,Fail,3
2134318776,Early Ouldcott,eouldcott2v@paginegialle.it,Male,GItHub,8/31/2007,California,17,Figma,Erhard,10,completed,100,31,70,Pass,3
2134318776,Early Ouldcott,eouldcott2v@paginegialle.it,Male,GItHub,8/31/2007,California,17,Networking,Clem,30,in_progress,52,51,67,Pass,3
4055496646,Gibby Balling,gballing2w@sbwire.com,Agender,Azure,12/10/2003,Idaho,10,ReactJS,Stephie,50,completed,100,58,79,Pass,5
3440704310,Dolph Espinazo,despinazo2x@php.net,Male,ML,11/1/2003,New York,13,DBT,Lauretta,36,pending,0,0,0,"",""
4667843857,Audra Boldt,aboldt2y@fotki.com,Agender,Azure,6/1/2018,Virginia,9,NodeJS,Farleigh,18,pending,0,0,0,"",""
6150595909,Melli Kellog,mkellog2z@ftc.gov,Female,NodeJS,10/27/2000,Florida,16,DBT,Mariam,1,completed,100,40,10,Fail,3
6150595909,Melli Kellog,mkellog2z@ftc.gov,Female,NodeJS,10/27/2000,Florida,16,Javascript,Boot,33,pending,0,0,0,"",""
6987469885,Bernardo Struther,bstruther30@moonfruit.com,Male,Javascript,12/27/2015,Pennsylvania,10,DBT,Lauretta,36,pending,0,0,0,"",""
4186381257,Charlot Philipart,cphilipart31@reverbnation.com,Female,DBT,9/22/2017,California,1,DevOps,Angela,27,pending,0,0,0,"",""
3256427520,Galina Herley,gherley32@ibm.com,Female,ReactJS,1/11/2005,District of Columbia,1,Javascript,Ilsa,8,in_progress,7,66,52,Pass,4
8950206237,Marlena Rathmell,mrathmell33@vkontakte.ru,Female,Figma,11/17/2022,Florida,9,ML,Belvia,31,in_progress,70,31,84,Pass,1
8950206237,Marlena Rathmell,mrathmell33@vkontakte.ru,Female,Figma,11/17/2022,Florida,9,Networking,Randie,35,pending,0,0,0,"",""
985594980,Hallie Tuckerman,htuckerman34@squidoo.com,Female,Cloud,5/14/2020,Colorado,5,Javascript,Ilsa,8,completed,100,58,50,Pass,5
9941979524,Bucky Thackeray,bthackeray35@w3.org,Male,ReactJS,7/2/2002,Pennsylvania,4,Figma,Meta,5,completed,100,62,79,Pass,3
9941979524,Bucky Thackeray,bthackeray35@w3.org,Male,ReactJS,7/2/2002,Pennsylvania,4,ML,Belvia,31,pending,0,0,0,"",""
9941979524,Bucky Thackeray,bthackeray35@w3.org,Male,ReactJS,7/2/2002,Pennsylvania,4,OS,Alma,30,completed,100,95,42,Fail,1
4897933862,Bronny Brant,bbrant36@rakuten.co.jp,Male,OS,10/4/2005,District of Columbia,6,,,,,,,,,
1574480523,Tull Troni,ttroni37@acquirethisname.com,Male,Cloud,6/12/2021,California,10,Figma,Felice,33,pending,0,0,0,"",""
1574480523,Tull Troni,ttroni37@acquirethisname.com,Male,Cloud,6/12/2021,California,10,DBT,Lauretta,36,completed,100,26,84,Pass,4
1574480523,Tull Troni,ttroni37@acquirethisname.com,Male,Cloud,6/12/2021,California,10,Networking,Randie,35,in_progress,2,5,68,Pass,4
1574480523,Tull Troni,ttroni37@acquirethisname.com,Male,Cloud,6/12/2021,California,10,DBT,Mariam,1,completed,100,87,65,Pass,3
9689950398,Keslie Sisselot,ksisselot38@yelp.com,Female,Netwrking,1/1/2022,Colorado,19,WebScraping,Gilburt,30,completed,100,51,83,Pass,4
9689950398,Keslie Sisselot,ksisselot38@yelp.com,Female,Netwrking,1/1/2022,Colorado,19,DevOps,Ida,29,in_progress,87,86,71,Pass,1
7065370035,Frederico Stayt,fstayt39@umich.edu,Male,OS,7/31/2020,California,19,DevOps,Angela,27,completed,100,13,69,Pass,4
7065370035,Frederico Stayt,fstayt39@umich.edu,Male,OS,7/31/2020,California,19,Networking,Randie,35,in_progress,54,94,82,Pass,2
9288699035,Amby Moodie,amoodie3a@xing.com,Male,ML,5/22/2000,Iowa,10,Figma,Candy,44,in_progress,49,63,88,Pass,3
9288699035,Amby Moodie,amoodie3a@xing.com,Male,ML,5/22/2000,Iowa,10,OS,Alma,30,completed,100,72,56,Pass,3
2762058303,Gareth Creaser,gcreaser3b@blogtalkradio.com,Male,Figma,3/27/2020,Texas,6,Networking,Clem,30,in_progress,37,29,75,Pass,1
2762058303,Gareth Creaser,gcreaser3b@blogtalkradio.com,Male,Figma,3/27/2020,Texas,6,Networking,Randie,35,completed,100,59,64,Pass,4
2217524751,Salmon Dixon,sdixon3c@dyndns.org,Male,ML,2/9/2018,Illinois,14,NodeJS,Fawne,50,pending,0,0,0,"",""
2217524751,Salmon Dixon,sdixon3c@dyndns.org,Male,ML,2/9/2018,Illinois,14,OS,Lotty,48,pending,0,0,0,"",""
949862888,Jennie Pollicatt,jpollicatt3d@dot.gov,Female,Netwrking,3/10/2010,District of Columbia,7,,,,,,,,,
4725359433,Clementia Lombardo,clombardo3e@chronoengine.com,Female,HtmlCSS,5/19/2017,Connecticut,11,,,,,,,,,
4963456224,Josie Brixham,jbrixham3f@bandcamp.com,Female,WebScraping,4/10/2010,California,19,,,,,,,,,
7599887097,Hettie Fleis,hfleis3g@opensource.org,Female,ReactJS,10/19/2012,Virginia,20,WebScraping,Aarika,7,pending,0,0,0,"",""
3699372478,Mirabella Doorey,mdoorey3h@wsj.com,Female,ML,8/29/2015,Hawaii,9,,,,,,,,,
596401387,Abrahan Rootes,arootes3i@newsvine.com,Male,Netwrking,7/27/2022,Tennessee,1,ML,Belvia,31,in_progress,91,55,56,Pass,4
596401387,Abrahan Rootes,arootes3i@newsvine.com,Male,Netwrking,7/27/2022,Tennessee,1,Figma,Erhard,10,pending,0,0,0,"",""
9789657423,Jeramey MacPeice,jmacpeice3j@miitbeian.gov.cn,Male,ML,12/28/2003,Florida,20,Figma,Felice,33,completed,100,20,88,Pass,2
9789657423,Jeramey MacPeice,jmacpeice3j@miitbeian.gov.cn,Male,ML,12/28/2003,Florida,20,DBT,Stephani,27,completed,100,1,32,Fail,4
6530602317,Maighdiln Ochterlonie,mochterlonie3k@hugedomains.com,Female,ReactJS,4/2/2013,Texas,19,ML,Belvia,31,in_progress,13,59,98,Pass,5
8152241385,Natale Berzon,nberzon3l@yellowbook.com,Male,OS,9/13/2019,Missouri,17,Javascript,Ilsa,8,pending,0,0,0,"",""
8152241385,Natale Berzon,nberzon3l@yellowbook.com,Male,OS,9/13/2019,Missouri,17,DBT,Stephani,27,in_progress,62,4,63,Pass,4
7241555860,Thornie Stenet,tstenet3m@narod.ru,Male,ML,4/4/2019,Texas,14,DBT,Mariam,1,pending,0,0,0,"",""
4500026955,Shawn Muris,smuris3n@apple.com,Male,Netwrking,8/14/2001,Illinois,15,Networking,Lemar,23,completed,100,76,41,Fail,2
6742957078,Riordan Pearcey,rpearcey3o@wisc.edu,Male,ML,8/13/2012,Oregon,11,,,,,,,,,
