_id,USERID,FULLNAME,EMAIL,PHONENUMBER,GENDER,DOJ,SPECIALIZATION,DOB,CITY,STATE,EXPERIENCE,USERTYPE,SUBSCRIBENEWSLETTER,TRAININGID,TRAINERID,TRAINERNAME,TRAINERDESIGNATION,TRAINERRATING,TRAINERSPECIALIZATION,TRAININGNAME,OPTIMIZEDDURATION,DIFFICULTYLEVEL,TRAININGSTATUS,ASSESSMENT_PERCENTAGE_DONE,ASSESSMENT_COMPLETION_TIME_IN_HOURS,SCOREACHIEVEDINQUIZ,QUIZPASSEDORFAILED,RATINGGIVENBYTRAINER
6618164adc55deddf973afb8,Emp_133,Christopher Jefferson,guerrerojamie@example.net,-9355,Female,09-05-2023, MySQL,30-04-1995,Collinsmouth,California,20.0,User,False,Training_69,,,,,,Frontend Development with React,8.0,moderate,in_progress,88.0,,,,2.0
6618164adc55deddf973afb9,Emp_133,Christopher Jefferson,guerrerojamie@example.net,-9355,Female,09-05-2023, HTML],30-04-1995,Collinsmouth,California,20.0,User,False,Training_69,,,,,,Frontend Development with React,8.0,moderate,in_progress,88.0,,,,2.0
6618164adc55deddf973afba,Emp_17,Derrick Kelly,rrobinson@example.net,001-397-602-7900,Female,03-05-2023,[Docker,27-12-1988,Watsonberg,Iowa,17.0,User,False,Training_83,,,,,,Web Development Fundamentals,35.0,hard,pending,0.0,,,,5.0
6618164adc55deddf973afbb,Emp_17,Derrick Kelly,rrobinson@example.net,001-397-602-7900,Female,03-05-2023, RESTful API,27-12-1988,Watsonberg,Iowa,17.0,User,False,Training_83,,,,,,Web Development Fundamentals,35.0,hard,pending,0.0,,,,5.0
6618164adc55deddf973afbc,Emp_17,Derrick Kelly,rrobinson@example.net,001-397-602-7900,Female,03-05-2023, Penetration Testing,27-12-1988,Watsonberg,Iowa,17.0,User,False,Training_83,,,,,,Web Development Fundamentals,35.0,hard,pending,0.0,,,,5.0
6618164adc55deddf973afbd,Emp_17,Derrick Kelly,rrobinson@example.net,001-397-602-7900,Female,03-05-2023, Scrum],27-12-1988,Watsonberg,Iowa,17.0,User,False,Training_83,,,,,,Web Development Fundamentals,35.0,hard,pending,0.0,,,,5.0
6618164adc55deddf973afbe,Emp_66,Debra Mcintyre,jonathon83@example.com,(245)791-9730,Female,18-02-2020,[Information Security,26-04-1982,New Michelle,New Jersey,15.0,User,True,Training_22,,,,,,Web Development Fundamentals,29.0,easy,completed,100.0,28.0,56.0,passed,4.0
6618164adc55deddf973afbf,Emp_66,Debra Mcintyre,jonathon83@example.com,(245)791-9730,Female,18-02-2020, Django,26-04-1982,New Michelle,New Jersey,15.0,User,True,Training_22,,,,,,Web Development Fundamentals,29.0,easy,completed,100.0,28.0,56.0,passed,4.0
6618164adc55deddf973afc0,Emp_66,Debra Mcintyre,jonathon83@example.com,(245)791-9730,Female,18-02-2020, PHP,26-04-1982,New Michelle,New Jersey,15.0,User,True,Training_22,,,,,,Web Development Fundamentals,29.0,easy,completed,100.0,28.0,56.0,passed,4.0
6618164adc55deddf973afc1,Emp_66,Debra Mcintyre,jonathon83@example.com,(245)791-9730,Female,18-02-2020, Data Visualization],26-04-1982,New Michelle,New Jersey,15.0,User,True,Training_22,,,,,,Web Development Fundamentals,29.0,easy,completed,100.0,28.0,56.0,passed,4.0
6618164adc55deddf973afc2,Emp_76,Lori Martinez,jennifermyers@example.com,548.887.5596x937,Male,03-05-2022,[HTML,31-03-2001,New Robert,Florida,1.0,User,False,Training_4,,,,,,Introduction to JavaScript,14.0,moderate,in_progress,87.0,,,,1.0
6618164adc55deddf973afc3,Emp_76,Lori Martinez,jennifermyers@example.com,548.887.5596x937,Male,03-05-2022, AWS,31-03-2001,New Robert,Florida,1.0,User,False,Training_4,,,,,,Introduction to JavaScript,14.0,moderate,in_progress,87.0,,,,1.0
6618164adc55deddf973afc4,Emp_76,Lori Martinez,jennifermyers@example.com,548.887.5596x937,Male,03-05-2022, Artificial Intelligence,31-03-2001,New Robert,Florida,1.0,User,False,Training_4,,,,,,Introduction to JavaScript,14.0,moderate,in_progress,87.0,,,,1.0
6618164adc55deddf973afc5,Emp_76,Lori Martinez,jennifermyers@example.com,548.887.5596x937,Male,03-05-2022, Behavior-Driven Development],31-03-2001,New Robert,Florida,1.0,User,False,Training_4,,,,,,Introduction to JavaScript,14.0,moderate,in_progress,87.0,,,,1.0
6618164adc55deddf973afc6,Emp_99,Steven Wright,daniel65@example.net,804-392-7017x9361,Male,16-03-2021,[Kotlin,28-01-1923,Peterburgh,New Jersey,12.0,User,True,Training_71,,,,,,Data Science Essentials,3.0,hard,completed,100.0,48.0,67.0,passed,4.0
6618164adc55deddf973afc7,Emp_99,Steven Wright,daniel65@example.net,804-392-7017x9361,Male,16-03-2021, Artificial Intelligence,28-01-1923,Peterburgh,New Jersey,12.0,User,True,Training_71,,,,,,Data Science Essentials,3.0,hard,completed,100.0,48.0,67.0,passed,4.0
6618164adc55deddf973afc8,Emp_99,Steven Wright,daniel65@example.net,804-392-7017x9361,Male,16-03-2021, Docker,28-01-1923,Peterburgh,New Jersey,12.0,User,True,Training_71,,,,,,Data Science Essentials,3.0,hard,completed,100.0,48.0,67.0,passed,4.0
6618164adc55deddf973afc9,Emp_99,Steven Wright,daniel65@example.net,804-392-7017x9361,Male,16-03-2021, Java],28-01-1923,Peterburgh,New Jersey,12.0,User,True,Training_71,,,,,,Data Science Essentials,3.0,hard,completed,100.0,48.0,67.0,passed,4.0
6618164adc55deddf973afca,Emp_21,Sarah Crawford,williamwilliams@example.org,+1-611-901-9789x3062,Female,14-04-2022,[Git,24-05-1967,Stephanieton,New Jersey,13.0,User,True,Training_10,,Jennifer,IT Support Engineer,1.0,"['Ruby', 'Statistical Analysis', 'Kubernetes', 'SQL']",Machine Learning Basics,24.0,moderate,in_progress,67.0,,,,5.0
6618164adc55deddf973afcb,Emp_21,Sarah Crawford,williamwilliams@example.org,+1-611-901-9789x3062,Female,14-04-2022, Cybersecurity,24-05-1967,Stephanieton,New Jersey,13.0,User,True,Training_10,,Jennifer,IT Support Engineer,1.0,"['Ruby', 'Statistical Analysis', 'Kubernetes', 'SQL']",Machine Learning Basics,24.0,moderate,in_progress,67.0,,,,5.0
6618164adc55deddf973afcc,Emp_21,Sarah Crawford,williamwilliams@example.org,+1-611-901-9789x3062,Female,14-04-2022, Flask,24-05-1967,Stephanieton,New Jersey,13.0,User,True,Training_10,,Jennifer,IT Support Engineer,1.0,"['Ruby', 'Statistical Analysis', 'Kubernetes', 'SQL']",Machine Learning Basics,24.0,moderate,in_progress,67.0,,,,5.0
6618164adc55deddf973afcd,Emp_21,Sarah Crawford,williamwilliams@example.org,+1-611-901-9789x3062,Female,14-04-2022, SQL],24-05-1967,Stephanieton,New Jersey,13.0,User,True,Training_10,,Jennifer,IT Support Engineer,1.0,"['Ruby', 'Statistical Analysis', 'Kubernetes', 'SQL']",Machine Learning Basics,24.0,moderate,in_progress,67.0,,,,5.0
6618164adc55deddf973afce,Emp_27,Kathleen Le,christian10@example.com,725.295.3876,Male,12-12-2021,[Test-Driven Development,07-01-2012,Lake Robertside,Montana,15.0,User,True,Training_24,,James,Technical Writer (Documentation Specialist),1.0,"['Kubernetes', 'NoSQL', 'Containerization', 'React']",Cybersecurity Essentials,10.0,moderate,pending,0.0,,,,1.0
6618164adc55deddf973afcf,Emp_27,Kathleen Le,christian10@example.com,725.295.3876,Male,12-12-2021,[Test-Driven Development,07-01-2012,Lake Robertside,Montana,15.0,User,True,Training_24,,Tammy,Business Analyst,3.0,"['Kubernetes', 'Test-Driven Development', 'NoSQL', 'GraphQL']",Cybersecurity Essentials,10.0,moderate,pending,0.0,,,,1.0
6618164adc55deddf973afd0,Emp_27,Kathleen Le,christian10@example.com,725.295.3876,Male,12-12-2021, Kotlin,07-01-2012,Lake Robertside,Montana,15.0,User,True,Training_24,,James,Technical Writer (Documentation Specialist),1.0,"['Kubernetes', 'NoSQL', 'Containerization', 'React']",Cybersecurity Essentials,10.0,moderate,pending,0.0,,,,1.0
6618164adc55deddf973afd1,Emp_27,Kathleen Le,christian10@example.com,725.295.3876,Male,12-12-2021, Kotlin,07-01-2012,Lake Robertside,Montana,15.0,User,True,Training_24,,Tammy,Business Analyst,3.0,"['Kubernetes', 'Test-Driven Development', 'NoSQL', 'GraphQL']",Cybersecurity Essentials,10.0,moderate,pending,0.0,,,,1.0
6618164adc55deddf973afd2,Emp_27,Kathleen Le,christian10@example.com,725.295.3876,Male,12-12-2021, Penetration Testing,07-01-2012,Lake Robertside,Montana,15.0,User,True,Training_24,,James,Technical Writer (Documentation Specialist),1.0,"['Kubernetes', 'NoSQL', 'Containerization', 'React']",Cybersecurity Essentials,10.0,moderate,pending,0.0,,,,1.0
6618164adc55deddf973afd3,Emp_27,Kathleen Le,christian10@example.com,725.295.3876,Male,12-12-2021, Penetration Testing,07-01-2012,Lake Robertside,Montana,15.0,User,True,Training_24,,Tammy,Business Analyst,3.0,"['Kubernetes', 'Test-Driven Development', 'NoSQL', 'GraphQL']",Cybersecurity Essentials,10.0,moderate,pending,0.0,,,,1.0
6618164adc55deddf973afd4,Emp_27,Kathleen Le,christian10@example.com,725.295.3876,Male,12-12-2021, .NET],07-01-2012,Lake Robertside,Montana,15.0,User,True,Training_24,,James,Technical Writer (Documentation Specialist),1.0,"['Kubernetes', 'NoSQL', 'Containerization', 'React']",Cybersecurity Essentials,10.0,moderate,pending,0.0,,,,1.0
6618164adc55deddf973afd5,Emp_27,Kathleen Le,christian10@example.com,725.295.3876,Male,12-12-2021, .NET],07-01-2012,Lake Robertside,Montana,15.0,User,True,Training_24,,Tammy,Business Analyst,3.0,"['Kubernetes', 'Test-Driven Development', 'NoSQL', 'GraphQL']",Cybersecurity Essentials,10.0,moderate,pending,0.0,,,,1.0
6618164adc55deddf973afd6,Emp_158,Nancy Johnson,ysanchez@example.org,282.893.7373,Male,09-09-2023,[C#,19-05-1992,New Stacey,Florida,19.0,User,True,Training_17,,,,,,Frontend Development with React,11.0,hard,completed,100.0,1.0,66.0,passed,2.0
6618164adc55deddf973afd7,Emp_158,Nancy Johnson,ysanchez@example.org,282.893.7373,Male,09-09-2023, Scrum,19-05-1992,New Stacey,Florida,19.0,User,True,Training_17,,,,,,Frontend Development with React,11.0,hard,completed,100.0,1.0,66.0,passed,2.0
6618164adc55deddf973afd8,Emp_158,Nancy Johnson,ysanchez@example.org,282.893.7373,Male,09-09-2023, Angular,19-05-1992,New Stacey,Florida,19.0,User,True,Training_17,,,,,,Frontend Development with React,11.0,hard,completed,100.0,1.0,66.0,passed,2.0
6618164adc55deddf973afd9,Emp_158,Nancy Johnson,ysanchez@example.org,282.893.7373,Male,09-09-2023, Test-Driven Development],19-05-1992,New Stacey,Florida,19.0,User,True,Training_17,,,,,,Frontend Development with React,11.0,hard,completed,100.0,1.0,66.0,passed,2.0
6618164adc55deddf973afda,Emp_160,Jeff Sawyer,krystal63@example.org,5294569866,Female,03-02-2023,[MySQL,07-03-1939,Port Erin,Illinois,8.0,User,False,Training_10,,Jennifer,IT Support Engineer,1.0,"['Ruby', 'Statistical Analysis', 'Kubernetes', 'SQL']",Machine Learning Basics,24.0,moderate,in_progress,64.0,,,,5.0
6618164adc55deddf973afdb,Emp_160,Jeff Sawyer,krystal63@example.org,5294569866,Female,03-02-2023, Agile Methodologies,07-03-1939,Port Erin,Illinois,8.0,User,False,Training_10,,Jennifer,IT Support Engineer,1.0,"['Ruby', 'Statistical Analysis', 'Kubernetes', 'SQL']",Machine Learning Basics,24.0,moderate,in_progress,64.0,,,,5.0
6618164adc55deddf973afdc,Emp_160,Jeff Sawyer,krystal63@example.org,5294569866,Female,03-02-2023, Microservices,07-03-1939,Port Erin,Illinois,8.0,User,False,Training_10,,Jennifer,IT Support Engineer,1.0,"['Ruby', 'Statistical Analysis', 'Kubernetes', 'SQL']",Machine Learning Basics,24.0,moderate,in_progress,64.0,,,,5.0
6618164adc55deddf973afdd,Emp_160,Jeff Sawyer,krystal63@example.org,5294569866,Female,03-02-2023, DevOps],07-03-1939,Port Erin,Illinois,8.0,User,False,Training_10,,Jennifer,IT Support Engineer,1.0,"['Ruby', 'Statistical Analysis', 'Kubernetes', 'SQL']",Machine Learning Basics,24.0,moderate,in_progress,64.0,,,,5.0
6618164adc55deddf973afde,Emp_48,Victoria Johnson,taylordominic@example.net,(900)927-3509,Male,23-06-2022,[Node.js,25-10-1998,Stuartton,New Mexico,8.0,User,False,Training_83,,,,,,Web Development Fundamentals,35.0,hard,in_progress,37.0,,,,4.0
6618164adc55deddf973afdf,Emp_48,Victoria Johnson,taylordominic@example.net,(900)927-3509,Male,23-06-2022, Test-Driven Development,25-10-1998,Stuartton,New Mexico,8.0,User,False,Training_83,,,,,,Web Development Fundamentals,35.0,hard,in_progress,37.0,,,,4.0
6618164adc55deddf973afe0,Emp_48,Victoria Johnson,taylordominic@example.net,(900)927-3509,Male,23-06-2022, PostgreSQL,25-10-1998,Stuartton,New Mexico,8.0,User,False,Training_83,,,,,,Web Development Fundamentals,35.0,hard,in_progress,37.0,,,,4.0
6618164adc55deddf973afe1,Emp_48,Victoria Johnson,taylordominic@example.net,(900)927-3509,Male,23-06-2022, Kubernetes],25-10-1998,Stuartton,New Mexico,8.0,User,False,Training_83,,,,,,Web Development Fundamentals,35.0,hard,in_progress,37.0,,,,4.0
6618164adc55deddf973afe2,Emp_110,Christine Taylor,melissacampbell@example.net,501-734-6456,Female,18-04-2020,[Python,26-07-2017,South Jennifer,Georgia,20.0,User,False,Training_82,,,,,,Frontend Development with React,9.0,moderate,pending,0.0,,,,5.0
6618164adc55deddf973afe3,Emp_110,Christine Taylor,melissacampbell@example.net,501-734-6456,Female,18-04-2020, Cybersecurity,26-07-2017,South Jennifer,Georgia,20.0,User,False,Training_82,,,,,,Frontend Development with React,9.0,moderate,pending,0.0,,,,5.0
6618164adc55deddf973afe4,Emp_110,Christine Taylor,melissacampbell@example.net,501-734-6456,Female,18-04-2020, C#,26-07-2017,South Jennifer,Georgia,20.0,User,False,Training_82,,,,,,Frontend Development with React,9.0,moderate,pending,0.0,,,,5.0
6618164adc55deddf973afe5,Emp_110,Christine Taylor,melissacampbell@example.net,501-734-6456,Female,18-04-2020, CI/CD],26-07-2017,South Jennifer,Georgia,20.0,User,False,Training_82,,,,,,Frontend Development with React,9.0,moderate,pending,0.0,,,,5.0
6618164adc55deddf973afe6,Emp_81,Jennifer Howard,ramirezcindy@example.net,245-868-6468,Male,20-05-2020,[Git,10-06-1982,Michaelfort,Alaska,13.0,User,False,Training_65,,,,,,Cloud Computing Fundamentals,26.0,moderate,pending,0.0,,,,2.0
6618164adc55deddf973afe7,Emp_81,Jennifer Howard,ramirezcindy@example.net,245-868-6468,Male,20-05-2020, Django,10-06-1982,Michaelfort,Alaska,13.0,User,False,Training_65,,,,,,Cloud Computing Fundamentals,26.0,moderate,pending,0.0,,,,2.0
6618164adc55deddf973afe8,Emp_81,Jennifer Howard,ramirezcindy@example.net,245-868-6468,Male,20-05-2020, Cryptography,10-06-1982,Michaelfort,Alaska,13.0,User,False,Training_65,,,,,,Cloud Computing Fundamentals,26.0,moderate,pending,0.0,,,,2.0
6618164adc55deddf973afe9,Emp_81,Jennifer Howard,ramirezcindy@example.net,245-868-6468,Male,20-05-2020, Statistical Analysis],10-06-1982,Michaelfort,Alaska,13.0,User,False,Training_65,,,,,,Cloud Computing Fundamentals,26.0,moderate,pending,0.0,,,,2.0
6618164adc55deddf973afea,Emp_168,Angela Henderson,rduncan@example.org,682.694.3361x77072,Male,29-06-2023,[.NET,13-05-1956,North James,Mississippi,13.0,User,False,Training_20,,,,,,Cybersecurity Essentials,32.0,hard,in_progress,49.0,,,,1.0
6618164adc55deddf973afeb,Emp_168,Angela Henderson,rduncan@example.org,682.694.3361x77072,Male,29-06-2023, CI/CD,13-05-1956,North James,Mississippi,13.0,User,False,Training_20,,,,,,Cybersecurity Essentials,32.0,hard,in_progress,49.0,,,,1.0
6618164adc55deddf973afec,Emp_168,Angela Henderson,rduncan@example.org,682.694.3361x77072,Male,29-06-2023, PHP,13-05-1956,North James,Mississippi,13.0,User,False,Training_20,,,,,,Cybersecurity Essentials,32.0,hard,in_progress,49.0,,,,1.0
6618164adc55deddf973afed,Emp_168,Angela Henderson,rduncan@example.org,682.694.3361x77072,Male,29-06-2023, C#],13-05-1956,North James,Mississippi,13.0,User,False,Training_20,,,,,,Cybersecurity Essentials,32.0,hard,in_progress,49.0,,,,1.0
6618164adc55deddf973afee,Emp_187,Carolyn Woods,amanda10@example.com,(206)404-9468,Male,21-02-2023,[Test-Driven Development,15-12-2007,South Lindafurt,Missouri,15.0,User,True,Training_27,,,,,,Backend Development with Node.js,18.0,moderate,completed,100.0,12.0,77.0,passed,1.0
6618164adc55deddf973afef,Emp_187,Carolyn Woods,amanda10@example.com,(206)404-9468,Male,21-02-2023, Network Security,15-12-2007,South Lindafurt,Missouri,15.0,User,True,Training_27,,,,,,Backend Development with Node.js,18.0,moderate,completed,100.0,12.0,77.0,passed,1.0
6618164adc55deddf973aff0,Emp_187,Carolyn Woods,amanda10@example.com,(206)404-9468,Male,21-02-2023, Java,15-12-2007,South Lindafurt,Missouri,15.0,User,True,Training_27,,,,,,Backend Development with Node.js,18.0,moderate,completed,100.0,12.0,77.0,passed,1.0
6618164adc55deddf973aff1,Emp_187,Carolyn Woods,amanda10@example.com,(206)404-9468,Male,21-02-2023, Microservices],15-12-2007,South Lindafurt,Missouri,15.0,User,True,Training_27,,,,,,Backend Development with Node.js,18.0,moderate,completed,100.0,12.0,77.0,passed,1.0
6618164adc55deddf973aff2,Emp_175,Lori Lawrence,mosskathryn@example.org,429-848-8934,Female,02-03-2022,[Containerization,02-03-2005,New Williambury,West Virginia,3.0,User,True,Training_78,,,,,,Web Development Fundamentals,3.0,moderate,in_progress,30.0,,,,4.0
6618164adc55deddf973aff3,Emp_175,Lori Lawrence,mosskathryn@example.org,429-848-8934,Female,02-03-2022, HTML,02-03-2005,New Williambury,West Virginia,3.0,User,True,Training_78,,,,,,Web Development Fundamentals,3.0,moderate,in_progress,30.0,,,,4.0
6618164adc55deddf973aff4,Emp_175,Lori Lawrence,mosskathryn@example.org,429-848-8934,Female,02-03-2022, Scrum,02-03-2005,New Williambury,West Virginia,3.0,User,True,Training_78,,,,,,Web Development Fundamentals,3.0,moderate,in_progress,30.0,,,,4.0
6618164adc55deddf973aff5,Emp_175,Lori Lawrence,mosskathryn@example.org,429-848-8934,Female,02-03-2022, Microservices],02-03-2005,New Williambury,West Virginia,3.0,User,True,Training_78,,,,,,Web Development Fundamentals,3.0,moderate,in_progress,30.0,,,,4.0
6618164adc55deddf973aff6,Emp_66,Debra Mcintyre,jonathon83@example.com,(245)791-9730,Female,18-02-2020,[Information Security,26-04-1982,New Michelle,New Jersey,15.0,User,True,Training_94,,,,,,Machine Learning Basics,32.0,moderate,completed,100.0,44.0,46.0,failed,2.0
6618164adc55deddf973aff7,Emp_66,Debra Mcintyre,jonathon83@example.com,(245)791-9730,Female,18-02-2020, Django,26-04-1982,New Michelle,New Jersey,15.0,User,True,Training_94,,,,,,Machine Learning Basics,32.0,moderate,completed,100.0,44.0,46.0,failed,2.0
6618164adc55deddf973aff8,Emp_66,Debra Mcintyre,jonathon83@example.com,(245)791-9730,Female,18-02-2020, PHP,26-04-1982,New Michelle,New Jersey,15.0,User,True,Training_94,,,,,,Machine Learning Basics,32.0,moderate,completed,100.0,44.0,46.0,failed,2.0
6618164adc55deddf973aff9,Emp_66,Debra Mcintyre,jonathon83@example.com,(245)791-9730,Female,18-02-2020, Data Visualization],26-04-1982,New Michelle,New Jersey,15.0,User,True,Training_94,,,,,,Machine Learning Basics,32.0,moderate,completed,100.0,44.0,46.0,failed,2.0
6618164adc55deddf973affa,Emp_84,Ian Robinson,ecopeland@example.net,-7942,Male,18-02-2021,[Machine Learning,16-12-1998,Jamesside,Georgia,1.0,User,False,Training_10,,Jennifer,IT Support Engineer,1.0,"['Ruby', 'Statistical Analysis', 'Kubernetes', 'SQL']",Machine Learning Basics,24.0,moderate,pending,0.0,,,,5.0
6618164adc55deddf973affb,Emp_84,Ian Robinson,ecopeland@example.net,-7942,Male,18-02-2021, Agile Methodologies,16-12-1998,Jamesside,Georgia,1.0,User,False,Training_10,,Jennifer,IT Support Engineer,1.0,"['Ruby', 'Statistical Analysis', 'Kubernetes', 'SQL']",Machine Learning Basics,24.0,moderate,pending,0.0,,,,5.0
6618164adc55deddf973affc,Emp_84,Ian Robinson,ecopeland@example.net,-7942,Male,18-02-2021, Django,16-12-1998,Jamesside,Georgia,1.0,User,False,Training_10,,Jennifer,IT Support Engineer,1.0,"['Ruby', 'Statistical Analysis', 'Kubernetes', 'SQL']",Machine Learning Basics,24.0,moderate,pending,0.0,,,,5.0
6618164adc55deddf973affd,Emp_84,Ian Robinson,ecopeland@example.net,-7942,Male,18-02-2021, C#],16-12-1998,Jamesside,Georgia,1.0,User,False,Training_10,,Jennifer,IT Support Engineer,1.0,"['Ruby', 'Statistical Analysis', 'Kubernetes', 'SQL']",Machine Learning Basics,24.0,moderate,pending,0.0,,,,5.0
6618164adc55deddf973affe,Emp_129,Justin Silva,snowjennifer@example.org,551-784-7302x31319,Male,30-10-2023,[Scrum,17-12-1958,New Ericmouth,Texas,19.0,User,False,Training_79,,,,,,Cloud Computing Fundamentals,35.0,easy,completed,100.0,50.0,25.0,failed,2.0
6618164adc55deddf973afff,Emp_129,Justin Silva,snowjennifer@example.org,551-784-7302x31319,Male,30-10-2023, CI/CD,17-12-1958,New Ericmouth,Texas,19.0,User,False,Training_79,,,,,,Cloud Computing Fundamentals,35.0,easy,completed,100.0,50.0,25.0,failed,2.0
6618164adc55deddf973b000,Emp_129,Justin Silva,snowjennifer@example.org,551-784-7302x31319,Male,30-10-2023, Azure,17-12-1958,New Ericmouth,Texas,19.0,User,False,Training_79,,,,,,Cloud Computing Fundamentals,35.0,easy,completed,100.0,50.0,25.0,failed,2.0
6618164adc55deddf973b001,Emp_129,Justin Silva,snowjennifer@example.org,551-784-7302x31319,Male,30-10-2023, Kotlin],17-12-1958,New Ericmouth,Texas,19.0,User,False,Training_79,,,,,,Cloud Computing Fundamentals,35.0,easy,completed,100.0,50.0,25.0,failed,2.0
6618164adc55deddf973b002,Emp_22,John Nelson,justinevans@example.org,9136471600,Female,16-05-2022,[Java,27-05-1920,West Timothytown,New Hampshire,16.0,User,True,Training_87,,Derrick,Mobile App Developer (iOS/Android),2.0,"['Scrum', '.NET', 'Git', 'PHP']",Introduction to Python Programming,20.0,hard,pending,0.0,,,,1.0
6618164adc55deddf973b003,Emp_22,John Nelson,justinevans@example.org,9136471600,Female,16-05-2022, Kubernetes,27-05-1920,West Timothytown,New Hampshire,16.0,User,True,Training_87,,Derrick,Mobile App Developer (iOS/Android),2.0,"['Scrum', '.NET', 'Git', 'PHP']",Introduction to Python Programming,20.0,hard,pending,0.0,,,,1.0
6618164adc55deddf973b004,Emp_22,John Nelson,justinevans@example.org,9136471600,Female,16-05-2022, Angular,27-05-1920,West Timothytown,New Hampshire,16.0,User,True,Training_87,,Derrick,Mobile App Developer (iOS/Android),2.0,"['Scrum', '.NET', 'Git', 'PHP']",Introduction to Python Programming,20.0,hard,pending,0.0,,,,1.0
6618164adc55deddf973b005,Emp_22,John Nelson,justinevans@example.org,9136471600,Female,16-05-2022, Azure],27-05-1920,West Timothytown,New Hampshire,16.0,User,True,Training_87,,Derrick,Mobile App Developer (iOS/Android),2.0,"['Scrum', '.NET', 'Git', 'PHP']",Introduction to Python Programming,20.0,hard,pending,0.0,,,,1.0
6618164adc55deddf973b006,Emp_184,Eric Snyder,kristyclark@example.net,+1-444-635-2803x9118,Female,15-04-2021,[MySQL,01-06-1979,New Natasha,Tennessee,17.0,User,False,Training_65,,,,,,Cloud Computing Fundamentals,26.0,moderate,completed,100.0,13.0,70.0,passed,5.0
