userId,firstName,middleName,lastName,email,phoneNumber,gender,doj,specializations,dob,city,state,experience,userType,subscribeNewsletter,passwords
Emp_11,Nicholas,Kenneth,Moody,ericberger@example.net,851.599.6027,Female,2020-07-17,"['Statistical Analysis', 'CSS', 'Kubernetes', 'Artificial Intelligence']",1917-01-12,Caseyhaven,Connecticut,18,Admin,False,6&JT6H2r
Emp_12,Kathryn,Patrick,Henry,denise38@example.org,537.818.6237,Male,2023-08-24,"['Support', 'Microservices', 'Java', 'Accessibility']",1971-07-23,Jocelyntown,Pennsylvania,20,User,True,r@xE6MFw
Emp_13,Autumn,John,Fuentes,xpruitt@example.net,3087352685,Male,2022-11-07,"['Technical Writing', 'Information Security', 'Machine Learning', 'Product Management']",1950-09-26,Charleston,Ohio,4,User,True,y#n229Sv
Emp_14,Jerry,Andrew,Hamilton,jerrynguyen@example.org,(613)790-3960,Female,2022-04-07,"['Angular', 'React', 'Kubernetes', 'CI/CD']",2001-07-14,South Ericaport,Minnesota,17,User,False,%s4)cCje
Emp_15,Beth,Todd,Logan,pcaldwell@example.org,001-929-296-1309x0339,Male,2022-06-20,"['Continuous Integration', 'SQL', 'NoSQL', 'Support']",1994-05-05,Heatherfort,Michigan,8,User,False,%7QX^4Zw
Emp_16,William,Austin,Roman,freemananna@example.com,445.335.3634x33108,Female,2022-08-12,"['Continuous Integration', 'Behavior-Driven Development', 'Support', 'Vue.js']",1964-08-14,Karenview,New Hampshire,4,User,False,X$5hVIwB
Emp_17,Christopher,Jeremy,Benson,gcardenas@example.net,796.294.1866x5439,Female,2020-05-23,"['Microservices', 'Collaboration', 'Agile Methodologies', 'Kubernetes']",1919-01-05,Port Andreaville,Florida,6,User,True,zC_f3Tgl
Emp_18,Randy,Paula,Anderson,hfigueroa@example.com,3254194098,Male,2024-01-05,"['Python', 'Machine Learning', 'Collaboration', 'DevOps']",1953-06-24,North Donnamouth,Pennsylvania,5,Admin,True,(P(04Lbv
Emp_19,Jesse,Christopher,Robinson,jared85@example.net,334.522.8403x70263,Male,2021-12-26,"['Artificial Intelligence', 'PHP', 'Kotlin', 'Prototyping']",1992-01-13,West Michelle,Illinois,18,User,False,@R4YtTc0
Emp_20,Christopher,Carlos,Murphy,epatterson@example.com,+1-557-328-9961x8957,Male,2022-01-31,"['Cryptography', 'Kubernetes', 'Interaction Design', 'Accessibility']",2005-10-16,West Linda,Texas,9,Admin,True,%2#1CTgx
Emp_21,Kenneth,Ryan,Ruiz,ellisvickie@example.com,289-980-1128x40546,Male,2021-07-19,"['Cryptography', 'Documentation', 'Python', 'Data Analysis']",2004-12-23,Meganbury,Hawaii,1,User,True,M!DF0KAb
Emp_22,Roger,Lisa,Bell,ystone@example.com,502-630-8576,Female,2020-10-03,"['C#', 'Agile Product Management', 'Problem Solving', 'Requirements Analysis']",1985-11-24,Clarkside,Rhode Island,3,Admin,True,*1ID8udw
Emp_23,Paul,Brenda,Vega,michaelhaas@example.net,703.418.9128,Female,2023-09-12,"['Requirements Analysis', 'SQL', 'Vue.js', 'Django']",1985-01-05,Duaneburgh,South Dakota,2,Admin,False,+I7BZD7b
Emp_24,Megan,Gail,Moreno,ramirezjohnathan@example.net,897.950.6339x6830,Female,2022-11-14,"['Communication', 'C#', 'Wireframing', 'Kotlin']",1912-02-25,Erinfurt,Arizona,13,User,False,#7HZRa5O
Emp_25,Donald,Kara,Buck,ashley62@example.net,001-722-959-6191x8535,Male,2022-06-19,"['Penetration Testing', 'Angular', 'Agile Methodologies', 'Cryptography']",2001-03-02,West Stephenmouth,Minnesota,1,Admin,False,T(7boCWh
Emp_26,Amanda,Gerald,Salinas,hnewton@example.net,6107150831,Male,2023-05-25,"['Google Cloud Platform', 'User Research', 'Python', 'Information Security']",1954-02-20,South Maryton,Alabama,8,User,True,n%&3OFt8
Emp_27,Donna,Tanner,Wilson,sonyahood@example.com,+1-475-676-3621,Female,2020-12-03,"['Ruby', 'Prototyping', 'Support', 'Kubernetes']",1926-11-08,Charleshaven,Kansas,9,User,False,pAp*34Zl
Emp_28,Jesus,Christine,Molina,scottsusan@example.net,913-671-4918,Female,2023-06-25,"['Scrum', 'MongoDB', 'User Stories', 'Git']",1954-01-27,North Amanda,Colorado,10,User,True,v(322_Ly
Emp_29,Michelle,Tiffany,Smith,pricebrandon@example.net,001-822-247-9461x9268,Female,2020-08-05,"['RESTful API', 'Kotlin', 'Git', 'AWS']",1941-07-09,East Daniel,New Mexico,15,Admin,False,TQ_^g0Ar
Emp_30,Stephanie,John,Hernandez,scottcharles@example.com,001-451-883-0057x259,Male,2020-01-02,"['HTML', 'Continuous Deployment', 'Data Visualization', 'Documentation']",2014-03-30,New Donald,Maine,4,User,False,n_3bCwwK
Emp_31,Joseph,Charles,Jimenez,vporter@example.org,629-522-3696x08087,Male,2021-02-02,"['Java', 'Vue.js', 'Business Analysis', 'Kotlin']",2018-01-03,South Jerry,New Hampshire,3,User,True,t^J0U@q8
Emp_32,Sherry,Joan,Wilson,chadbaker@example.net,883-932-2450x150,Male,2023-02-25,"['Angular', 'Interaction Design', 'Behavior-Driven Development', 'Statistical Analysis']",1934-06-02,Aliciaport,Maryland,6,Admin,False,$ahy8AiA
Emp_33,Brittney,Christine,Stone,stricklandvictor@example.net,483.563.3961,Female,2023-05-01,"['Scrum', 'Angular', 'Business Analysis', 'Agile Methodologies']",2005-11-04,Ronaldmouth,Minnesota,14,User,False,^(8Wy4r3
Emp_34,Erin,John,Randall,kwade@example.net,+1-920-542-7003,Male,2021-12-22,"['Continuous Deployment', 'Data Visualization', 'C#', 'Business Analysis']",2002-04-21,East Ashley,New York,8,User,False,_@4Kcvqp
Emp_35,Jeanette,Patrick,Roberson,larsonsherri@example.net,(676)770-1095,Male,2022-10-15,"['Wireframing', 'Penetration Testing', 'Product Management', 'Test-Driven Development']",2015-01-16,West Faith,Wyoming,1,User,False,%9C33Fos
Emp_36,Misty,Christopher,Powell,paulasteele@example.com,001-552-801-2788x063,Female,2020-05-03,"['Django', 'Continuous Deployment', 'SQL', 'Machine Learning']",1948-10-09,New Davidmouth,West Virginia,17,User,True,u+x2o4Ea
Emp_37,Connie,Michael,Welch,sandrazavala@example.net,418.965.6068x604,Female,2023-03-29,"['Cybersecurity', 'Requirements Analysis', 'Flask', 'Google Cloud Platform']",1986-06-09,Ivanburgh,West Virginia,9,User,False,i)Wb4LWm
Emp_38,Peter,Billy,Taylor,pmoreno@example.org,547.918.5627x11517,Female,2022-07-12,"['Network Security', 'Troubleshooting', 'C#', 'Statistical Analysis']",1956-02-17,South Ashley,Louisiana,3,User,False,^Pg%0ZsR
Emp_39,Patrick,Kevin,Burgess,jennifer19@example.com,(657)974-1520x1490,Male,2023-07-26,"['Troubleshooting', 'CI/CD', 'SQL', 'Information Security']",1975-11-30,Garciaburgh,Tennessee,14,Admin,True,e+1he(Qq
Emp_40,Logan,Tyler,Mitchell,joel46@example.net,668-754-5905,Male,2022-10-20,"['Continuous Integration', 'Network Security', 'Information Security', 'C#']",1963-12-27,West Samuel,Kansas,9,Admin,True,Lk6_7RIy
Emp_41,Ronnie,James,Austin,warrenchristine@example.net,001-523-277-5428x4071,Female,2021-12-05,"['PHP', 'DevOps', 'Java', 'Vue.js']",1917-11-26,Daleburgh,Arkansas,15,User,False,x(1PVEow
Emp_42,Shannon,Cindy,Maxwell,michaelfox@example.net,(646)710-3356,Male,2022-12-25,"['Documentation', 'Cybersecurity', 'CI/CD', 'Requirements Analysis']",1908-04-04,Ramosstad,New Jersey,5,Admin,False,%4MOLsdc
Emp_43,Kelly,Frank,Underwood,georgenash@example.net,001-985-847-7830x503,Male,2023-04-17,"['Agile Methodologies', 'Technical Writing', 'User Stories', 'Machine Learning']",1943-02-14,Jaredview,Nevada,3,User,True,L%78OQux
Emp_44,Elizabeth,Katherine,Morgan,yrodriguez@example.net,(231)416-1150,Male,2024-02-26,"['Network Security', 'Kubernetes', 'Documentation', 'MongoDB']",1934-10-31,South Melvinfurt,North Carolina,11,Admin,True,zR))55Kw
Emp_45,Heather,Jeff,Gordon,fwells@example.org,357-821-2217,Female,2023-10-10,"['Problem Solving', 'Prototyping', 'NoSQL', 'Node.js']",2016-09-01,North Danielchester,Rhode Island,7,User,True,(Vm7RPxm
Emp_46,Jacob,Lisa,Wright,andrew09@example.net,270-969-2712x0395,Female,2023-03-31,"['PostgreSQL', 'User Stories', 'Communication', 'Leadership']",1953-05-06,North Alyssaport,Arizona,14,User,False,)(0IzQsL
Emp_47,Anthony,Charles,Jones,marknguyen@example.com,468-839-5936,Male,2023-12-15,"['Documentation', 'Cybersecurity', 'Angular', 'Python']",2002-06-27,West Albert,Arizona,13,Admin,False,4^4M*t_%
Emp_48,Justin,Gwendolyn,Robinson,stephaniemoore@example.net,345-849-9014x7565,Female,2021-05-27,"['MongoDB', 'DevOps', 'UI/UX Design', 'Vue.js']",1952-07-23,Nicholaschester,Ohio,3,User,True,_^3$JbZN
Emp_49,Jennifer,Timothy,Figueroa,mary46@example.net,956-873-4531x1366,Female,2023-09-03,"['RESTful API', 'Kotlin', 'HTML', 'Agile Methodologies']",1925-03-06,Audreyville,Alaska,5,Admin,False,RJU^1xPn
Emp_50,Elizabeth,Gary,Navarro,ustevens@example.net,+1-385-408-1622x433,Female,2021-10-05,"['Artificial Intelligence', 'MongoDB', 'Penetration Testing', 'Problem Solving']",2014-02-12,Lake Jeremyfort,New Jersey,9,Admin,False,#&6yJfKl
Emp_51,Anthony,Brandon,Nelson,waltersvanessa@example.net,(392)204-0712x324,Male,2022-08-23,"['MySQL', 'User Stories', 'Python', 'Problem Solving']",1969-03-15,Mccartyland,Maryland,9,Admin,False,T#1E_8fJ
Emp_52,Allison,Tracy,Keller,michael90@example.net,(295)954-6001,Female,2023-01-19,"['HTML', 'Business Analysis', 'Kubernetes', 'Objective-C']",1973-05-26,Jennifermouth,Arkansas,2,User,True,!1EWKP8x
Emp_53,Lindsay,James,Flores,deborah92@example.org,(834)666-3437x705,Male,2023-07-06,"['Data Science', 'Requirements Analysis', 'Leadership', 'Responsive Design']",1910-01-16,New Elizabeth,Florida,12,User,False,d*8Llsvg
Emp_54,Donna,Tammy,Levine,robertshort@example.org,(909)604-1620x32651,Female,2021-07-10,"['Network Security', 'React', 'User Research', 'Azure']",1935-12-21,Port Patricia,Louisiana,6,Admin,True,cP!5FsEe
Emp_55,Robin,Albert,Duarte,ocooke@example.net,001-362-468-3471x38423,Male,2022-02-02,"['NoSQL', 'Google Cloud Platform', 'Cryptography', 'Angular']",1974-02-12,New Stephanie,Maryland,10,User,True,v_Br4MTa
Emp_56,Jesse,Suzanne,Brown,hernandezbailey@example.com,874.921.2459x470,Male,2020-09-30,"['Kotlin', 'JavaScript', 'Wireframing', 'Swift']",1967-05-18,Rasmussenville,Mississippi,12,Admin,False,!3PHrsOb
Emp_57,Mark,Chad,Stephens,kelly70@example.com,385-904-6958,Female,2023-11-08,"['Behavior-Driven Development', 'Test-Driven Development', 'Cryptography', 'Kotlin']",1990-05-14,New Anne,Indiana,3,User,False,+N!^4ROa
Emp_58,Susan,Samuel,Hernandez,natalie29@example.org,583.679.9302x64776,Male,2021-07-01,"['Troubleshooting', 'Cybersecurity', 'Collaboration', 'Objective-C']",1978-07-27,Ninaview,Alabama,14,User,False,(9+ZrV0g
Emp_59,Elizabeth,Joshua,Rios,erin93@example.org,502-593-2917,Male,2020-05-14,"['Machine Learning', 'AWS', 'C#', 'Continuous Integration']",1952-06-10,West Stephen,Michigan,8,Admin,False,o(0YDN5x
Emp_60,Patrick,Roy,Salazar,griffintyler@example.org,771-469-2880x12821,Male,2023-04-21,"['C#', 'Ruby', 'CI/CD', 'Agile Methodologies']",1926-08-03,Maureenland,Utah,3,Admin,True,cE^9Gmaf
Emp_61,Sara,Amy,Fitzpatrick,heather41@example.net,706-859-9288x973,Female,2022-12-31,"['Continuous Deployment', 'Cryptography', 'Vue.js', 'Accessibility']",2004-05-20,Port Jeffreyland,South Dakota,5,User,False,mU$Ou0Qw
Emp_62,Isaiah,Mary,Padilla,mitchellpamela@example.net,(746)359-7579x3996,Female,2021-05-04,"['Microservices', 'Wireframing', 'UI/UX Design', 'Data Analysis']",1950-07-29,Owenside,Delaware,2,Admin,True,+B381E^k
Emp_63,Joseph,Eric,Martinez,cunninghamcameron@example.com,990.394.5908x05717,Male,2020-08-12,"['Ruby', 'Statistical Analysis', 'Troubleshooting', 'Containerization']",1977-07-10,Lake Michael,Kentucky,8,Admin,True,gQ%49Ao6
Emp_64,Gabrielle,Jonathan,Murray,nicole22@example.com,625.441.6597x28452,Male,2023-03-01,"['User Stories', 'CI/CD', 'Product Management', 'Troubleshooting']",1960-12-31,Gibsonland,Tennessee,1,Admin,False,#Fs29Hik
Emp_65,Rodney,Nicole,Deleon,padams@example.net,001-921-399-6854x7541,Female,2020-11-17,"['Network Security', 'User Research', 'Angular', 'Test-Driven Development']",1918-02-19,Stevenhaven,New Jersey,19,Admin,False,2#Yht1Xt
Emp_66,Kristy,Miguel,Haney,tony78@example.net,892.226.7602x913,Male,2020-04-13,"['CSS', 'Agile Methodologies', 'Technical Writing', 'Azure']",1934-06-21,Brettton,Michigan,2,User,False,Kyx!3Sy(
Emp_67,Kevin,Vincent,Duran,qjones@example.com,777.293.6751,Male,2022-09-27,"['SQL', 'Leadership', 'GraphQL', 'Kubernetes']",2014-10-15,Victorialand,Maryland,17,User,True,s&)7XJfm
Emp_68,Carol,Jacob,Singleton,huntlinda@example.net,878.908.8515x611,Male,2024-01-31,"['Problem Solving', 'Support', 'Scrum', 'Artificial Intelligence']",1968-03-04,Kellieburgh,Hawaii,5,User,True,+581L7Cx
Emp_69,Brian,Monica,Campbell,annolson@example.org,539.973.0852x2780,Male,2020-06-16,"['Microservices', 'Test-Driven Development', 'HTML', 'Artificial Intelligence']",1998-12-25,West Morganhaven,Alaska,14,Admin,False,!s@qa6Qq
Emp_70,Patricia,Erin,Allen,bryantkristin@example.com,+1-435-665-9879x6202,Female,2021-05-15,"['React', 'Java', 'Containerization', 'Azure']",1969-05-10,Jonland,Oklahoma,8,User,False,_G04JF7p
Emp_71,Kathy,Andrew,Rodriguez,ikane@example.org,(551)448-3994x1628,Female,2022-09-25,"['Problem Solving', 'Behavior-Driven Development', 'Information Security', 'Cybersecurity']",2004-03-16,North Samuelmouth,Missouri,9,User,True,sAs)7UyX
Emp_72,Andre,Mike,Ramirez,quinnchristina@example.org,(374)800-8355,Male,2023-02-03,"['React', 'Agile Product Management', 'Behavior-Driven Development', 'Data Science']",1935-08-07,Lake Carlabury,South Carolina,4,User,False,^tC15Pez
Emp_73,Patricia,Cheryl,Young,cheryl14@example.org,+1-737-499-1689x3855,Female,2022-09-05,"['NoSQL', 'React', 'RESTful API', 'Continuous Integration']",1911-06-23,Dunnhaven,Hawaii,6,Admin,False,)0E@V6uu
Emp_74,Carrie,John,Jackson,craig71@example.org,314-372-8893x3100,Male,2022-03-26,"['User Stories', 'User Research', 'JavaScript', 'Vue.js']",1948-06-05,New Seanbury,Alabama,10,User,True,$E4KWsGm
Emp_75,Debra,April,Cole,stephanieallen@example.com,001-261-709-9630x780,Female,2021-08-30,"['Product Management', 'Containerization', 'User Research', 'C#']",1987-01-20,Sarahview,Delaware,12,Admin,True,TyN(e1Xz
Emp_76,Michael,Marilyn,Ryan,dmartinez@example.org,234-923-7149,Male,2023-05-29,"['RESTful API', 'Continuous Deployment', 'PostgreSQL', 'JavaScript']",1939-09-27,Martinezport,Kentucky,17,User,False,OpL!2GDt
Emp_77,Michael,Cassandra,Olson,sellersbrittney@example.com,399.533.5526,Female,2023-05-02,"['Swift', 'Wireframing', 'Continuous Deployment', 'User Stories']",2019-02-13,Nathanhaven,Rhode Island,15,Admin,True,!p61Is*6
Emp_78,Karen,Rodney,Holden,kevin23@example.com,247-425-8251x7079,Female,2022-08-27,"['C#', 'MySQL', 'React', 'Information Security']",1951-04-26,North Katherine,Pennsylvania,4,User,True,!h8Ip3xo
Emp_79,Mark,Timothy,Roberts,browngary@example.org,+1-907-200-4461,Female,2021-09-09,"['Scrum', '.NET', 'Agile Product Management', 'Product Management']",1929-01-25,Lisaland,Kansas,4,User,False,(8JyX_AZ
Emp_80,Ashley,Nicole,Dickerson,lbuchanan@example.net,964-817-3386x8334,Male,2024-02-21,"['Cybersecurity', 'Prototyping', 'Agile Product Management', 'Continuous Deployment']",1926-08-11,Michaelton,Florida,15,User,True,^5j58Kw7
Emp_81,Tara,Kristi,Lewis,ashleypatterson@example.net,(629)995-9203,Male,2021-07-21,"['Support', 'Data Visualization', 'Documentation', 'Prototyping']",1967-02-04,South Jamesfort,South Dakota,3,User,True,!6%RicwL
Emp_82,Erin,Zachary,Silva,leonardsheena@example.com,+1-216-878-2662x82853,Male,2021-04-12,"['Node.js', 'Requirements Analysis', 'Git', 'Docker']",1935-09-22,New Elizabethstad,Missouri,16,User,False,T%8YuD2p
Emp_83,Cathy,Jennifer,Glover,hernandezmegan@example.com,001-622-217-6640x63068,Male,2020-01-21,"['Ruby', 'Support', 'Data Analysis', 'Microservices']",1965-01-05,New Justinport,Pennsylvania,12,User,True,)1sTYYvl
Emp_84,Willie,Regina,Fuentes,dhunt@example.org,353-554-0937x5464,Male,2023-03-13,"['DevOps', 'Node.js', 'Vue.js', 'Angular']",1997-02-22,South Heatherland,Pennsylvania,11,Admin,True,*6#j9sDd
Emp_85,Deborah,John,Kaiser,charlotte88@example.net,(294)656-7358,Female,2023-05-31,"['C#', 'MySQL', 'Network Security', 'AWS']",1973-01-30,Lake Joshua,New Hampshire,4,User,True,bs9!7L8b
Emp_86,Wyatt,Candice,Smith,brad58@example.net,001-291-470-3184x140,Female,2023-09-16,"['CSS', 'Communication', 'MongoDB', 'Node.js']",2011-02-07,South Heatherstad,Tennessee,19,Admin,True,#d)7CkFs
Emp_87,Alexa,Curtis,Hayes,wjohnson@example.com,001-394-446-3733x856,Male,2022-10-15,"['Data Visualization', 'MySQL', 'Kubernetes', 'Containerization']",2022-03-10,South Alexiston,Kansas,7,Admin,True,+3Yzf&h&
Emp_88,Alison,Margaret,Odonnell,wlarson@example.com,+1-407-407-3822x996,Male,2021-04-18,"['Penetration Testing', 'Business Analysis', 'Documentation', 'Ruby']",1981-07-31,New Matthewview,Oklahoma,6,Admin,True,3!T2uHdu
Emp_89,Jonathan,Misty,Sanchez,williamlewis@example.net,462.271.2344x1455,Male,2020-12-03,"['Machine Learning', 'Communication', 'GraphQL', 'Google Cloud Platform']",1969-06-09,Courtneystad,Nebraska,1,Admin,True,^Z3K$dT8
Emp_90,Jonathan,Rebecca,Barron,hobbstara@example.com,(424)265-4629x84446,Female,2021-01-17,"['Continuous Integration', 'RESTful API', 'SQL', 'Kotlin']",1955-09-09,Lake Bryan,Washington,13,User,False,F$472Nr(
Emp_91,Kim,Dustin,Cooley,annettegonzalez@example.org,001-552-996-8753,Female,2021-03-17,"['Collaboration', 'Objective-C', 'Agile Product Management', 'User Research']",2007-02-15,South Ryanchester,Colorado,5,User,False,S#o54GYg
Emp_92,William,Kelly,Daniels,kenneth19@example.com,634-205-9915,Male,2023-11-08,"['.NET', 'Python', 'Agile Methodologies', 'JavaScript']",1914-01-19,Lake Matthewburgh,South Dakota,9,User,False,^!+Y2YBu
Emp_93,Joseph,Lori,Ferrell,stacy26@example.com,335-677-6628,Male,2020-07-19,"['Interaction Design', 'Microservices', 'Kotlin', 'Objective-C']",2009-02-13,Josephchester,Texas,14,User,False,+#@1&By(
Emp_94,David,Eric,Brown,youngamy@example.net,942.591.5577x6412,Male,2021-10-29,"['Communication', 'Continuous Deployment', 'Google Cloud Platform', 'Wireframing']",2018-01-14,Albertchester,Oregon,11,User,False,Jw)1Zfhr
Emp_95,Elizabeth,James,Sanders,kyleperry@example.org,679-216-0606x2417,Female,2023-04-21,"['Git', 'Responsive Design', 'Problem Solving', 'Business Analysis']",1994-02-07,Jimenezhaven,Illinois,4,User,True,)7ZJ%_Vp
Emp_96,Andres,Jennifer,Smith,jhobbs@example.com,511-952-6077x96453,Female,2020-01-12,"['Data Visualization', 'React', 'Statistical Analysis', 'PHP']",1986-12-19,Lake Michaelside,Wisconsin,2,Admin,False,$@6KHrHy
Emp_97,Jean,Jacob,Bailey,latoya35@example.com,+1-601-836-5693x2772,Female,2024-01-11,"['Vue.js', 'Cybersecurity', 'Network Security', 'Ruby']",1941-11-08,Christianview,Illinois,7,User,False,*kz&5L4s
Emp_98,Taylor,Angela,Sanchez,rruiz@example.com,001-270-696-9106,Female,2022-05-28,"['MongoDB', 'Cybersecurity', 'Python', 'DevOps']",1941-02-15,Ronaldville,Texas,3,Admin,False,ja2@86Qt
Emp_99,Amber,Donald,Mcconnell,sarah13@example.net,001-429-997-1415x259,Female,2022-02-23,"['PHP', 'Problem Solving', 'RESTful API', 'Vue.js']",1976-05-13,Carolynhaven,Minnesota,17,User,True,(od3Qdyi
Emp_100,Eileen,Martin,Knight,jimmykhan@example.com,702.473.9356x07046,Female,2021-02-10,"['Vue.js', '.NET', 'DevOps', 'SQL']",2004-08-31,Port Glennmouth,California,16,Admin,False,^5n#T^Ie
Emp_101,Rachel,Megan,Conway,shudson@example.net,746-497-2910x3427,Male,2021-03-07,"['MySQL', 'Prototyping', 'DevOps', 'CSS']",1979-03-07,Matthewmouth,Texas,2,User,False,y#x7Bidi
Emp_102,Kevin,Michelle,Jenkins,qwilliams@example.com,489.840.1461,Female,2021-02-17,"['Problem Solving', 'Wireframing', 'C#', 'GraphQL']",1997-11-19,Micheleshire,Kansas,3,Admin,True,(7UJ3lQl
Emp_103,John,Ashley,Vega,umaldonado@example.net,659.287.1999x37430,Female,2021-12-29,"['Information Security', 'Documentation', 'Statistical Analysis', 'User Stories']",2019-02-01,West Lisashire,New Jersey,12,User,False,y5)0WUyr
Emp_104,Rebecca,Justin,Hammond,ncoleman@example.org,601.577.2789x32551,Female,2020-08-14,"['MongoDB', 'JavaScript', 'Node.js', 'C#']",1924-06-16,Kevinberg,Iowa,18,Admin,False,(tgR4Mv6
Emp_105,Amanda,Nicole,Harris,zwilcox@example.net,+1-720-769-1771x0300,Female,2021-02-03,"['NoSQL', 'Python', 'Docker', 'Interaction Design']",1993-05-06,Teresafurt,Hawaii,11,User,True,X3_3mQDq
Emp_106,Sonya,Tammy,Phillips,mcneilbrad@example.net,672.206.2484,Male,2021-03-24,"['Cryptography', 'Problem Solving', 'Behavior-Driven Development', 'Information Security']",1950-12-02,South Brianport,Michigan,6,Admin,True,_3T9j9V_
Emp_107,John,Donald,Phillips,hopkinschristina@example.net,3234312879,Male,2023-04-19,"['Containerization', 'Collaboration', 'Communication', 'Ruby']",1998-09-24,Marquezport,Washington,4,User,False,(u3N^wed
Emp_108,Christina,Noah,Hamilton,timothywhitaker@example.org,(659)975-2446x71505,Male,2021-12-04,"['Containerization', 'Statistical Analysis', 'Java', 'Wireframing']",1916-06-18,Janetton,Indiana,7,User,True,@y1YqyEj
Emp_109,Dawn,Rhonda,Neal,matthewmiller@example.org,845.590.5446,Female,2023-03-13,"['Swift', 'Statistical Analysis', 'React', 'Flask']",1915-06-05,West Rebeccastad,Kansas,20,Admin,False,^50Ui(2y
Emp_110,Alicia,Jacob,Torres,marcvillarreal@example.com,001-785-593-3516x629,Female,2020-09-27,"['Network Security', 'Kotlin', 'Responsive Design', 'Machine Learning']",1950-05-07,New Catherinemouth,Arkansas,18,User,False,%!3Ftd_C
Emp_111,April,Emily,Gutierrez,catherine57@example.net,(616)387-6210x9261,Male,2022-07-10,"['CSS', 'MySQL', 'HTML', 'Data Analysis']",1995-04-10,Sanchezside,South Carolina,10,User,True,(K6HOPm0
Emp_112,James,Andrew,Romero,tyleradams@example.net,5602898859,Male,2023-11-23,"['Node.js', 'NoSQL', 'MongoDB', 'Problem Solving']",1927-10-20,South Anthony,Nebraska,18,User,False,l!(3J2(e
Emp_113,Stephanie,Alexander,Campbell,gibsonadam@example.com,(745)320-7581,Male,2023-05-30,"['Azure', 'Cybersecurity', 'Containerization', 'Product Management']",1962-07-12,Duranmouth,Colorado,8,User,False,*!66&UFs
Emp_114,Craig,Phillip,Smith,paulhampton@example.net,704.782.4857x33578,Male,2020-10-18,"['User Stories', 'Kubernetes', 'MySQL', 'Information Security']",2005-10-23,Singletonmouth,Hawaii,8,Admin,True,(0O1ZEk@
Emp_115,Daniel,Kaitlyn,Nichols,blane@example.net,+1-474-795-4441,Female,2022-08-22,"['Swift', 'C#', 'Prototyping', 'Data Analysis']",1987-02-12,West Alanshire,Colorado,5,Admin,True,%K27fnTh
Emp_116,Amanda,Sean,Rojas,kenneth25@example.com,+1-548-684-0394,Male,2023-04-13,"['React', 'Leadership', 'Cryptography', 'Vue.js']",1976-10-04,South Kaitlin,Missouri,15,User,False,V(trh5Or
Emp_117,Stephanie,David,Williams,justinclark@example.net,001-503-990-0778,Male,2022-07-22,"['User Research', 'C#', 'JavaScript', 'Network Security']",1933-04-28,Lake Alextown,Virginia,10,User,False,Q7U)00Hv
Emp_118,Dakota,Hunter,Ferrell,hannahrusso@example.net,961-990-9655x37535,Male,2020-04-08,"['Python', 'Azure', 'User Research', 'Statistical Analysis']",1973-06-03,Craighaven,Arizona,11,User,False,G^01RRPn
